athlete_id,exercise,date,weight_kg,sets,reps,rpe
ATH042,Log Press,2024-01-11,28.0,3,8,7.5
ATH042,Yoke Walk,2024-01-06,130.0,3,15,6.5
ATH042,Yoke Walk,2024-01-11,135.0,3,15,7.0
ATH042,Stone Loading,2024-01-08,69.0,3,3,7.5
ATH042,Stone Loading,2024-01-13,73.0,3,3,8.0
ATH043,Squat,2024-01-01,92.0,5,5,8.0
ATH043,Squat,2024-01-03,94.0,5,5,8.5
ATH043,Squat,2024-01-08,96.0,5,5,9.0
ATH043,Deadlift,2024-01-01,132.0,3,3,8.5
ATH043,Deadlift,2024-01-03,136.0,3,3,9.0
ATH043,Deadlift,2024-01-08,140.0,3,3,9.5
ATH043,Bench Press,2024-01-01,62.0,4,8,8.0
ATH043,Bench Press,2024-01-03,64.0,4,8,8.5
ATH043,Bench Press,2024-01-08,66.0,4,8,9.0
ATH043,Pull-ups,2024-01-01,5.0,3,6,8.0
ATH043,Pull-ups,2024-01-03,7.0,3,6,8.5
ATH043,Pull-ups,2024-01-08,9.0,3,6,9.0
ATH043,Overhead Press,2024-01-01,42.0,3,6,8.0
ATH043,Overhead Press,2024-01-03,44.0,3,6,8.5
ATH043,Overhead Press,2024-01-08,46.0,3,6,9.0
ATH043,Log Press,2024-01-05,52.0,3,5,8.5
ATH043,Log Press,2024-01-10,54.0,3,5,9.0
ATH043,Yoke Walk,2024-01-05,230.0,3,25,8.5
ATH043,Yoke Walk,2024-01-10,235.0,3,25,9.0
ATH043,Stone Loading,2024-01-07,112.0,3,4,9.0
ATH043,Stone Loading,2024-01-12,116.0,3,4,9.5
ATH044,Squat,2024-01-02,66.0,3,12,7.0
ATH044,Squat,2024-01-04,68.0,3,12,7.5
ATH044,Squat,2024-01-09,70.0,3,12,8.0
ATH044,Deadlift,2024-01-02,102.0,4,4,7.5
ATH044,Deadlift,2024-01-04,104.0,4,4,8.0
ATH044,Deadlift,2024-01-09,106.0,4,4,8.5
ATH044,Bench Press,2024-01-02,48.0,3,15,7.0
ATH044,Bench Press,2024-01-04,50.0,3,15,7.5
ATH044,Bench Press,2024-01-09,52.0,3,15,8.0
ATH044,Pull-ups,2024-01-02,0.0,4,10,6.5
ATH044,Pull-ups,2024-01-04,1.0,4,8,7.5
ATH044,Pull-ups,2024-01-09,3.0,4,6,8.5
ATH044,Overhead Press,2024-01-02,28.0,4,8,7.0
ATH044,Overhead Press,2024-01-04,30.0,4,8,7.5
ATH044,Overhead Press,2024-01-09,32.0,4,8,8.0
ATH044,Log Press,2024-01-06,32.0,4,6,7.5
ATH044,Log Press,2024-01-11,34.0,4,6,8.0
ATH044,Yoke Walk,2024-01-06,160.0,4,18,7.5
ATH044,Yoke Walk,2024-01-11,165.0,4,18,8.0
ATH044,Stone Loading,2024-01-08,82.0,4,4,8.0
ATH044,Stone Loading,2024-01-13,86.0,4,4,8.5
ATH045,Squat,2024-01-01,82.0,4,6,7.5
ATH045,Squat,2024-01-03,84.0,4,6,8.0
ATH045,Squat,2024-01-08,86.0,4,6,8.5
ATH045,Deadlift,2024-01-01,122.0,3,4,8.0
ATH045,Deadlift,2024-01-03,126.0,3,4,8.5
ATH045,Deadlift,2024-01-08,130.0,3,4,9.0
ATH045,Bench Press,2024-01-01,56.0,4,10,7.5
ATH045,Bench Press,2024-01-03,58.0,4,10,8.0
ATH045,Bench Press,2024-01-08,60.0,4,10,8.5
ATH045,Pull-ups,2024-01-01,3.0,3,8,7.5
ATH045,Pull-ups,2024-01-03,5.0,3,8,8.0
ATH045,Pull-ups,2024-01-08,7.0,3,8,8.5
ATH045,Overhead Press,2024-01-01,36.0,3,8,7.5
ATH045,Overhead Press,2024-01-03,38.0,3,8,8.0
ATH045,Overhead Press,2024-01-08,40.0,3,8,8.5
ATH045,Log Press,2024-01-05,44.0,3,6,8.0
ATH045,Log Press,2024-01-10,46.0,3,6,8.5
ATH045,Yoke Walk,2024-01-05,200.0,3,22,8.0
ATH045,Yoke Walk,2024-01-10,205.0,3,22,8.5
ATH045,Stone Loading,2024-01-07,99.0,3,4,8.5
ATH045,Stone Loading,2024-01-12,102.0,3,4,9.0
ATH046,Squat,2024-01-02,67.0,5,4,7.0
ATH046,Squat,2024-01-04,69.0,5,4,7.5
ATH046,Squat,2024-01-09,71.0,5,4,8.0
ATH046,Deadlift,2024-01-02,106.0,4,3,7.5
ATH046,Deadlift,2024-01-04,110.0,4,3,8.0
ATH046,Deadlift,2024-01-09,114.0,4,3,8.5
ATH046,Bench Press,2024-01-02,50.0,4,12,7.0
ATH046,Bench Press,2024-01-04,52.0,4,12,7.5
ATH046,Bench Press,2024-01-09,54.0,4,12,8.0
ATH046,Pull-ups,2024-01-02,0.5,4,8,6.0
ATH046,Pull-ups,2024-01-04,1.0,4,8,7.0
ATH046,Pull-ups,2024-01-09,3.0,4,8,8.0
ATH046,Overhead Press,2024-01-02,30.0,4,8,7.0
ATH046,Overhead Press,2024-01-04,32.0,4,8,7.5
ATH046,Overhead Press,2024-01-09,34.0,4,8,8.0
ATH046,Log Press,2024-01-06,34.0,4,6,7.5
ATH046,Log Press,2024-01-11,36.0,4,6,8.0
ATH046,Yoke Walk,2024-01-06,170.0,4,20,7.5
ATH046,Yoke Walk,2024-01-11,175.0,4,20,8.0
ATH046,Stone Loading,2024-01-08,86.0,4,3,8.0
ATH046,Stone Loading,2024-01-13,90.0,4,3,8.5
ATH047,Squat,2024-01-01,76.0,3,10,8.0
ATH047,Squat,2024-01-03,78.0,3,10,8.5
ATH047,Squat,2024-01-08,80.0,3,10,9.0
ATH047,Deadlift,2024-01-01,116.0,3,5,8.5
ATH047,Deadlift,2024-01-03,120.0,3,5,9.0
ATH047,Deadlift,2024-01-08,124.0,3,5,9.5
ATH047,Bench Press,2024-01-01,54.0,3,12,8.0
ATH047,Bench Press,2024-01-03,56.0,3,12,8.5
ATH047,Bench Press,2024-01-08,58.0,3,12,9.0
ATH047,Pull-ups,2024-01-01,1.0,3,10,7.5
ATH047,Pull-ups,2024-01-03,3.0,3,10,8.0
ATH047,Pull-ups,2024-01-08,5.0,3,10,8.5
ATH047,Overhead Press,2024-01-01,34.0,3,10,8.0
ATH047,Overhead Press,2024-01-03,36.0,3,10,8.5
ATH047,Overhead Press,2024-01-08,38.0,3,10,9.0
ATH047,Log Press,2024-01-05,40.0,3,7,8.5
ATH047,Log Press,2024-01-10,42.0,3,7,9.0
ATH047,Yoke Walk,2024-01-05,190.0,3,23,8.5
ATH047,Yoke Walk,2024-01-10,195.0,3,23,9.0
ATH047,Stone Loading,2024-01-07,94.0,3,4,9.0
ATH047,Stone Loading,2024-01-12,98.0,3,4,9.5
ATH048,Squat,2024-01-02,57.0,4,8,6.5
ATH048,Squat,2024-01-04,59.0,4,8,7.0
ATH048,Squat,2024-01-09,61.0,4,8,7.5
ATH048,Deadlift,2024-01-02,92.0,3,6,7.0
ATH048,Deadlift,2024-01-04,96.0,3,6,7.5
ATH048,Deadlift,2024-01-09,100.0,3,6,8.0
ATH048,Bench Press,2024-01-02,42.0,4,10,6.5
ATH048,Bench Press,2024-01-04,44.0,4,10,7.0
ATH048,Bench Press,2024-01-09,46.0,4,10,7.5
ATH048,Pull-ups,2024-01-02,0.0,4,6,5.5
ATH048,Pull-ups,2024-01-04,0.5,4,6,6.5
ATH048,Pull-ups,2024-01-09,1.0,4,6,7.5
ATH048,Overhead Press,2024-01-02,24.0,4,10,6.5
ATH048,Overhead Press,2024-01-04,26.0,4,10,7.0
ATH048,Overhead Press,2024-01-09,28.0,4,10,7.5
ATH048,Log Press,2024-01-06,28.0,4,8,7.0
ATH048,Log Press,2024-01-11,30.0,4,8,7.5
ATH048,Yoke Walk,2024-01-06,150.0,4,16,7.0
ATH048,Yoke Walk,2024-01-11,155.0,4,16,7.5
ATH048,Stone Loading,2024-01-08,76.0,4,3,7.5
ATH048,Stone Loading,2024-01-13,80.0,4,3,8.0
ATH049,Squat,2024-01-01,86.0,5,3,8.5
ATH049,Squat,2024-01-03,88.0,5,3,9.0
ATH049,Squat,2024-01-08,90.0,5,3,9.5
ATH049,Deadlift,2024-01-01,126.0,3,3,9.0
ATH049,Deadlift,2024-01-03,130.0,3,3,9.5
ATH049,Deadlift,2024-01-08,134.0,3,3,10.0
ATH049,Bench Press,2024-01-01,60.0,5,6,8.5
ATH049,Bench Press,2024-01-03,62.0,5,6,9.0
ATH049,Bench Press,2024-01-08,64.0,5,6,9.5
ATH049,Pull-ups,2024-01-01,7.0,3,5,8.5
ATH049,Pull-ups,2024-01-03,9.0,3,5,9.0
ATH049,Pull-ups,2024-01-08,11.0,3,5,9.5
ATH049,Overhead Press,2024-01-01,40.0,3,6,8.5
ATH049,Overhead Press,2024-01-03,42.0,3,6,9.0
ATH049,Overhead Press,2024-01-08,44.0,3,6,9.5
ATH049,Log Press,2024-01-05,46.0,3,5,9.0
ATH049,Log Press,2024-01-10,48.0,3,5,9.5
ATH049,Yoke Walk,2024-01-05,215.0,3,26,9.0
ATH049,Yoke Walk,2024-01-10,220.0,3,26,9.5
ATH049,Stone Loading,2024-01-07,104.0,3,3,9.5
ATH049,Stone Loading,2024-01-12,108.0,3,3,10.0
ATH050,Squat,2024-01-02,47.0,3,15,6.0
ATH050,Squat,2024-01-04,49.0,3,15,6.5
ATH050,Squat,2024-01-09,51.0,3,15,7.0
ATH050,Deadlift,2024-01-02,76.0,3,8,6.5
ATH050,Deadlift,2024-01-04,78.0,3,8,7.0
ATH050,Deadlift,2024-01-09,80.0,3,8,7.5
ATH050,Bench Press,2024-01-02,32.0,3,15,6.0
ATH050,Bench Press,2024-01-04,34.0,3,15,6.5
ATH050,Bench Press,2024-01-09,36.0,3,15,7.0
ATH050,Pull-ups,2024-01-02,0.0,3,5,5.0
ATH050,Pull-ups,2024-01-04,0.0,3,6,5.5
ATH050,Pull-ups,2024-01-09,0.5,3,6,6.5
ATH050,Overhead Press,2024-01-02,17.0,3,12,6.0
ATH050,Overhead Press,2024-01-04,19.0,3,12,6.5
ATH050,Overhead Press,2024-01-09,21.0,3,12,7.0
ATH050,Log Press,2024-01-06,20.0,3,10,6.5
ATH050,Log Press,2024-01-11,22.0,3,10,7.0
ATH050,Yoke Walk,2024-01-06,110.0,3,12,6.5
ATH050,Yoke Walk,2024-01-11,115.0,3,12,7.0
ATH050,Stone Loading,2024-01-08,62.0,3,2,7.0
ATH050,Stone Loading,2024-01-13,66.0,3,2,7.5
