athlete_id,exercise,date,weight_kg,sets,reps,rpe
ATH007,Bench Press,2024-01-03,64.0,3,12,8.5
ATH007,Bench Press,2024-01-08,66.0,3,12,9.0
ATH007,Pull-ups,2024-01-01,5.0,3,10,7.5
ATH007,Pull-ups,2024-01-03,7.5,3,10,8.0
ATH007,Pull-ups,2024-01-08,10.0,3,10,8.5
ATH007,Overhead Press,2024-01-01,42.0,3,10,8.0
ATH007,Overhead Press,2024-01-03,44.0,3,10,8.5
ATH007,Overhead Press,2024-01-08,46.0,3,10,9.0
ATH007,Log Press,2024-01-05,48.0,3,7,8.5
ATH007,Log Press,2024-01-10,50.0,3,7,9.0
ATH007,Yoke Walk,2024-01-05,210.0,3,23,8.5
ATH007,Yoke Walk,2024-01-10,220.0,3,23,9.0
ATH007,Stone Loading,2024-01-07,105.0,3,4,9.0
ATH007,Stone Loading,2024-01-12,110.0,3,4,9.5
ATH008,Squat,2024-01-02,65.0,4,8,6.5
ATH008,Squat,2024-01-04,67.5,4,8,7.0
ATH008,Squat,2024-01-09,70.0,4,8,7.5
ATH008,Deadlift,2024-01-02,100.0,3,6,7.0
ATH008,Deadlift,2024-01-04,105.0,3,6,7.5
ATH008,Deadlift,2024-01-09,110.0,3,6,8.0
ATH008,Bench Press,2024-01-02,50.0,4,10,6.5
ATH008,Bench Press,2024-01-04,52.5,4,10,7.0
ATH008,Bench Press,2024-01-09,55.0,4,10,7.5
ATH008,Pull-ups,2024-01-02,0.0,4,6,5.5
ATH008,Pull-ups,2024-01-04,2.5,4,6,6.5
ATH008,Pull-ups,2024-01-09,5.0,4,6,7.5
ATH008,Overhead Press,2024-01-02,32.0,4,10,6.5
ATH008,Overhead Press,2024-01-04,34.0,4,10,7.0
ATH008,Overhead Press,2024-01-09,36.0,4,10,7.5
ATH008,Log Press,2024-01-06,36.0,4,8,7.0
ATH008,Log Press,2024-01-11,38.0,4,8,7.5
ATH008,Yoke Walk,2024-01-06,170.0,4,16,7.0
ATH008,Yoke Walk,2024-01-11,180.0,4,16,7.5
ATH008,Stone Loading,2024-01-08,85.0,4,3,7.5
ATH008,Stone Loading,2024-01-13,90.0,4,3,8.0
ATH009,Squat,2024-01-01,95.0,5,3,8.5
ATH009,Squat,2024-01-03,97.5,5,3,9.0
ATH009,Squat,2024-01-08,100.0,5,3,9.5
ATH009,Deadlift,2024-01-01,135.0,3,3,9.0
ATH009,Deadlift,2024-01-03,140.0,3,3,9.5
ATH009,Deadlift,2024-01-08,145.0,3,3,10.0
ATH009,Bench Press,2024-01-01,68.0,5,6,8.5
ATH009,Bench Press,2024-01-03,70.0,5,6,9.0
ATH009,Bench Press,2024-01-08,72.0,5,6,9.5
ATH009,Pull-ups,2024-01-01,12.5,3,5,8.5
ATH009,Pull-ups,2024-01-03,15.0,3,5,9.0
ATH009,Pull-ups,2024-01-08,17.5,3,5,9.5
ATH009,Overhead Press,2024-01-01,48.0,3,6,8.5
ATH009,Overhead Press,2024-01-03,50.0,3,6,9.0
ATH009,Overhead Press,2024-01-08,52.0,3,6,9.5
ATH009,Log Press,2024-01-05,54.0,3,5,9.0
ATH009,Log Press,2024-01-10,56.0,3,5,9.5
ATH009,Yoke Walk,2024-01-05,240.0,3,26,9.0
ATH009,Yoke Walk,2024-01-10,250.0,3,26,9.5
ATH009,Stone Loading,2024-01-07,115.0,3,3,9.5
ATH009,Stone Loading,2024-01-12,120.0,3,3,10.0
ATH010,Squat,2024-01-02,55.0,3,15,6.0
ATH010,Squat,2024-01-04,57.5,3,15,6.5
ATH010,Squat,2024-01-09,60.0,3,15,7.0
ATH010,Deadlift,2024-01-02,85.0,3,8,6.5
ATH010,Deadlift,2024-01-04,87.5,3,8,7.0
ATH010,Deadlift,2024-01-09,90.0,3,8,7.5
ATH010,Bench Press,2024-01-02,40.0,3,15,6.0
ATH010,Bench Press,2024-01-04,42.5,3,15,6.5
ATH010,Bench Press,2024-01-09,45.0,3,15,7.0
ATH010,Pull-ups,2024-01-02,0.0,3,5,5.0
ATH010,Pull-ups,2024-01-04,0.0,3,6,5.5
ATH010,Pull-ups,2024-01-09,2.5,3,6,6.5
ATH010,Overhead Press,2024-01-02,25.0,3,12,6.0
ATH010,Overhead Press,2024-01-04,27.5,3,12,6.5
ATH010,Overhead Press,2024-01-09,30.0,3,12,7.0
ATH010,Log Press,2024-01-06,28.0,3,10,6.5
ATH010,Log Press,2024-01-11,30.0,3,10,7.0
ATH010,Yoke Walk,2024-01-06,130.0,3,12,6.5
ATH010,Yoke Walk,2024-01-11,140.0,3,12,7.0
ATH010,Stone Loading,2024-01-08,70.0,3,2,7.0
ATH010,Stone Loading,2024-01-13,75.0,3,2,7.5
