athlete_id,exercise,date,weight_kg,sets,reps,rpe
ATH026,Overhead Press,2024-01-09,38.0,4,8,8.0
ATH026,Log Press,2024-01-06,38.0,4,6,7.5
ATH026,Log Press,2024-01-11,40.0,4,6,8.0
ATH026,Yoke Walk,2024-01-06,180.0,4,20,7.5
ATH026,Yoke Walk,2024-01-11,185.0,4,20,8.0
ATH026,Stone Loading,2024-01-08,90.0,4,3,8.0
ATH026,Stone Loading,2024-01-13,94.0,4,3,8.5
ATH027,Squat,2024-01-01,80.0,3,10,8.0
ATH027,Squat,2024-01-03,82.0,3,10,8.5
ATH027,Squat,2024-01-08,84.0,3,10,9.0
ATH027,Deadlift,2024-01-01,120.0,3,5,8.5
ATH027,Deadlift,2024-01-03,124.0,3,5,9.0
ATH027,Deadlift,2024-01-08,128.0,3,5,9.5
ATH027,Bench Press,2024-01-01,58.0,3,12,8.0
ATH027,Bench Press,2024-01-03,60.0,3,12,8.5
ATH027,Bench Press,2024-01-08,62.0,3,12,9.0
ATH027,Pull-ups,2024-01-01,3.0,3,10,7.5
ATH027,Pull-ups,2024-01-03,5.0,3,10,8.0
ATH027,Pull-ups,2024-01-08,7.0,3,10,8.5
ATH027,Overhead Press,2024-01-01,38.0,3,10,8.0
ATH027,Overhead Press,2024-01-03,40.0,3,10,8.5
ATH027,Overhead Press,2024-01-08,42.0,3,10,9.0
ATH027,Log Press,2024-01-05,44.0,3,7,8.5
ATH027,Log Press,2024-01-10,46.0,3,7,9.0
ATH027,Yoke Walk,2024-01-05,200.0,3,23,8.5
ATH027,Yoke Walk,2024-01-10,205.0,3,23,9.0
ATH027,Stone Loading,2024-01-07,98.0,3,4,9.0
ATH027,Stone Loading,2024-01-12,102.0,3,4,9.5
ATH028,Squat,2024-01-02,61.0,4,8,6.5
ATH028,Squat,2024-01-04,63.0,4,8,7.0
ATH028,Squat,2024-01-09,65.0,4,8,7.5
ATH028,Deadlift,2024-01-02,96.0,3,6,7.0
ATH028,Deadlift,2024-01-04,100.0,3,6,7.5
ATH028,Deadlift,2024-01-09,104.0,3,6,8.0
ATH028,Bench Press,2024-01-02,46.0,4,10,6.5
ATH028,Bench Press,2024-01-04,48.0,4,10,7.0
ATH028,Bench Press,2024-01-09,50.0,4,10,7.5
ATH028,Pull-ups,2024-01-02,0.0,4,6,5.5
ATH028,Pull-ups,2024-01-04,1.5,4,6,6.5
ATH028,Pull-ups,2024-01-09,3.0,4,6,7.5
ATH028,Overhead Press,2024-01-02,28.0,4,10,6.5
ATH028,Overhead Press,2024-01-04,30.0,4,10,7.0
ATH028,Overhead Press,2024-01-09,32.0,4,10,7.5
ATH028,Log Press,2024-01-06,32.0,4,8,7.0
ATH028,Log Press,2024-01-11,34.0,4,8,7.5
ATH028,Yoke Walk,2024-01-06,160.0,4,16,7.0
ATH028,Yoke Walk,2024-01-11,165.0,4,16,7.5
ATH028,Stone Loading,2024-01-08,80.0,4,3,7.5
ATH028,Stone Loading,2024-01-13,84.0,4,3,8.0
ATH029,Squat,2024-01-01,90.0,5,3,8.5
ATH029,Squat,2024-01-03,92.0,5,3,9.0
ATH029,Squat,2024-01-08,94.0,5,3,9.5
ATH029,Deadlift,2024-01-01,130.0,3,3,9.0
ATH029,Deadlift,2024-01-03,134.0,3,3,9.5
ATH029,Deadlift,2024-01-08,138.0,3,3,10.0
ATH029,Bench Press,2024-01-01,64.0,5,6,8.5
ATH029,Bench Press,2024-01-03,66.0,5,6,9.0
ATH029,Bench Press,2024-01-08,68.0,5,6,9.5
ATH029,Pull-ups,2024-01-01,9.0,3,5,8.5
ATH029,Pull-ups,2024-01-03,11.0,3,5,9.0
ATH029,Pull-ups,2024-01-08,13.0,3,5,9.5
ATH029,Overhead Press,2024-01-01,44.0,3,6,8.5
ATH029,Overhead Press,2024-01-03,46.0,3,6,9.0
ATH029,Overhead Press,2024-01-08,48.0,3,6,9.5
ATH029,Log Press,2024-01-05,50.0,3,5,9.0
ATH029,Log Press,2024-01-10,52.0,3,5,9.5
ATH029,Yoke Walk,2024-01-05,225.0,3,26,9.0
ATH029,Yoke Walk,2024-01-10,230.0,3,26,9.5
ATH029,Stone Loading,2024-01-07,108.0,3,3,9.5
ATH029,Stone Loading,2024-01-12,112.0,3,3,10.0
ATH030,Squat,2024-01-02,51.0,3,15,6.0
ATH030,Squat,2024-01-04,53.0,3,15,6.5
ATH030,Squat,2024-01-09,55.0,3,15,7.0
ATH030,Deadlift,2024-01-02,80.0,3,8,6.5
ATH030,Deadlift,2024-01-04,82.0,3,8,7.0
ATH030,Deadlift,2024-01-09,84.0,3,8,7.5
ATH030,Bench Press,2024-01-02,36.0,3,15,6.0
ATH030,Bench Press,2024-01-04,38.0,3,15,6.5
ATH030,Bench Press,2024-01-09,40.0,3,15,7.0
ATH030,Pull-ups,2024-01-02,0.0,3,5,5.0
ATH030,Pull-ups,2024-01-04,0.0,3,6,5.5
ATH030,Pull-ups,2024-01-09,1.5,3,6,6.5
ATH030,Overhead Press,2024-01-02,21.0,3,12,6.0
ATH030,Overhead Press,2024-01-04,23.0,3,12,6.5
ATH030,Overhead Press,2024-01-09,25.0,3,12,7.0
ATH030,Log Press,2024-01-06,24.0,3,10,6.5
ATH030,Log Press,2024-01-11,26.0,3,10,7.0
ATH030,Yoke Walk,2024-01-06,120.0,3,12,6.5
ATH030,Yoke Walk,2024-01-11,125.0,3,12,7.0
ATH030,Stone Loading,2024-01-08,66.0,3,2,7.0
ATH030,Stone Loading,2024-01-13,70.0,3,2,7.5
