date,athlete_id,exercise,weight_kg,sets,reps,rpe
2024-01-18,5,Bench Press,70.0,4,8,7
2024-01-18,5,Pull-up,10.0,3,6,6
2024-01-18,4,Deadlift,125.0,4,10,6
2024-01-19,4,Bench Press,62.5,4,10,7
2024-01-19,1,Squat,72.5,4,10,7
2024-01-19,1,Pull-up,2.5,5,8,8
2024-01-19,4,Squat,92.5,4,10,9
2024-01-19,6,Bench Press,70.0,4,6,7
2024-01-19,4,Overhead Press,45.0,5,8,9
2024-01-19,6,Pull-up,10.0,4,5,8
2024-01-19,6,Overhead Press,50.0,3,6,7
2024-01-20,1,Overhead Press,35.0,5,6,8
2024-01-20,6,Pull-up,12.5,4,8,9
2024-01-20,6,Deadlift,147.5,5,10,7
2024-01-20,1,Deadlift,97.5,5,5,6
2024-01-21,5,Pull-up,10.0,5,5,8
2024-01-21,3,Bench Press,57.5,5,6,9
2024-01-21,5,Overhead Press,40.0,5,10,8
2024-01-21,3,Overhead Press,40.0,3,5,7
2024-01-21,3,Pull-up,7.5,3,10,8
2024-01-22,6,Squat,120.0,4,5,8
2024-01-22,4,Deadlift,122.5,4,10,7
2024-01-22,7,Deadlift,162.5,5,5,8
2024-01-22,7,Overhead Press,52.5,4,5,9
2024-01-22,3,Overhead Press,40.0,3,5,9
2024-01-22,4,Overhead Press,45.0,3,6,7
2024-01-22,3,Bench Press,60.0,5,6,9
2024-01-22,3,Pull-up,5.0,5,5,7
2024-01-22,6,Overhead Press,47.5,4,8,7
2024-01-22,6,Bench Press,72.5,4,8,7
2024-01-22,7,Pull-up,15.0,3,5,9
2024-01-23,2,Bench Press,55.0,5,6,8
2024-01-23,6,Squat,102.5,4,5,10
2024-01-23,2,Deadlift,110.0,4,8,7
2024-01-23,6,Deadlift,137.5,4,5,8
2024-01-23,4,Pull-up,7.5,5,6,6
2024-01-23,7,Overhead Press,55.0,3,8,6
2024-01-23,4,Overhead Press,47.5,3,10,7
2024-01-23,7,Squat,127.5,4,6,9
2024-01-23,2,Overhead Press,37.5,4,6,9
2024-01-23,4,Deadlift,127.5,3,5,9
2024-01-24,5,Squat,105.0,4,10,9
2024-01-24,4,Pull-up,7.5,4,10,7
2024-01-24,4,Overhead Press,42.5,3,8,6
2024-01-24,2,Bench Press,55.0,3,8,7
2024-01-24,2,Squat,80.0,4,8,9
2024-01-24,2,Deadlift,107.5,5,5,9
2024-01-24,7,Bench Press,85.0,5,10,8
2024-01-24,7,Overhead Press,57.5,4,8,6
2024-01-24,7,Squat,132.5,3,6,6
2024-01-24,5,Deadlift,142.5,4,5,8
2024-01-24,5,Bench Press,72.5,3,8,8
2024-01-25,4,Squat,97.5,4,8,7
2024-01-25,4,Bench Press,67.5,4,5,8
2024-01-25,6,Bench Press,72.5,5,8,7
2024-01-25,6,Overhead Press,50.0,4,6,9
2024-01-25,3,Deadlift,105.0,5,5,10
2024-01-25,2,Deadlift,105.0,3,5,8
2024-01-25,1,Overhead Press,35.0,4,6,9
2024-01-25,3,Overhead Press,40.0,5,5,9
2024-01-25,3,Bench Press,60.0,3,6,6
2024-01-25,1,Bench Press,47.5,5,5,6
2024-01-25,2,Squat,80.0,4,10,7
2024-01-26,7,Bench Press,85.0,4,5,9
2024-01-26,1,Overhead Press,37.5,3,5,7
2024-01-26,7,Overhead Press,55.0,5,8,6
2024-01-26,7,Squat,132.5,5,6,7
2024-01-26,1,Deadlift,102.5,4,6,8
2024-01-27,5,Deadlift,142.5,3,6,9
2024-01-27,5,Overhead Press,47.5,3,5,8
2024-01-27,1,Bench Press,47.5,4,10,8
2024-01-27,1,Squat,72.5,5,8,7
2024-01-28,2,Overhead Press,37.5,5,8,6
2024-01-28,2,Squat,85.0,5,8,8
2024-01-28,2,Pull-up,5.0,3,5,8
2024-01-28,3,Deadlift,122.5,3,10,8
2024-01-28,3,Overhead Press,45.0,5,10,9
2024-01-28,3,Bench Press,57.5,4,6,7
2024-01-29,2,Pull-up,5.0,3,8,9
2024-01-29,4,Pull-up,10.0,3,5,6
2024-01-29,2,Deadlift,107.5,4,6,6
2024-01-29,4,Deadlift,127.5,5,5,6
2024-01-29,4,Squat,95.0,5,8,6
2024-01-29,2,Bench Press,52.5,3,10,6
2024-01-30,5,Bench Press,70.0,3,6,8
2024-01-30,4,Bench Press,67.5,5,5,9
2024-01-30,4,Deadlift,130.0,3,5,9
2024-01-30,5,Deadlift,142.5,4,10,8
2024-01-30,5,Squat,105.0,4,5,6
2024-01-30,4,Pull-up,10.0,4,8,9
2024-01-30,2,Squat,80.0,5,5,8
2024-01-30,6,Pull-up,12.5,5,5,8
2024-01-30,6,Deadlift,152.5,3,5,9
2024-01-30,6,Overhead Press,52.5,3,5,6
2024-01-30,7,Bench Press,85.0,4,6,6
2024-01-30,7,Squat,135.0,4,5,7
2024-01-30,7,Overhead Press,50.0,3,10,9
2024-01-30,2,Deadlift,112.5,5,10,7
2024-01-31,1,Bench Press,50.0,4,5,6
2024-01-31,1,Squat,77.5,4,5,8
2024-01-31,1,Overhead Press,35.0,3,8,7
2024-01-31,5,Squat,107.5,4,8,9
2024-01-31,3,Pull-up,7.5,5,6,6
2024-01-31,5,Pull-up,12.5,3,6,8
2024-01-31,3,Overhead Press,45.0,3,8,6
2024-01-31,4,Deadlift,135.0,3,10,8
2024-01-31,4,Pull-up,7.5,5,10,6
2024-01-31,4,Squat,102.5,3,10,6
2024-02-01,7,Deadlift,175.0,3,6,9
2024-02-01,5,Pull-up,10.0,5,10,9
2024-02-01,7,Squat,135.0,4,5,6
2024-02-01,6,Bench Press,72.5,5,6,8
2024-02-01,1,Bench Press,47.5,5,6,8
2024-02-01,5,Deadlift,135.0,4,10,8
2024-02-01,3,Pull-up,7.5,4,8,6
2024-02-01,3,Squat,92.5,3,8,9
2024-02-01,6,Pull-up,12.5,5,8,6
2024-02-01,1,Overhead Press,35.0,5,10,7
2024-02-02,4,Overhead Press,47.5,5,10,9
2024-02-02,4,Squat,105.0,3,6,6
2024-02-02,1,Overhead Press,35.0,3,5,9
2024-02-02,1,Pull-up,2.5,4,5,9
2024-02-02,3,Squat,90.0,5,8,9
2024-02-02,3,Pull-up,7.5,3,8,6
2024-02-02,6,Squat,120.0,5,6,9
2024-02-02,6,Bench Press,72.5,4,6,9
2024-02-02,6,Pull-up,12.5,5,10,8
2024-02-02,4,Deadlift,117.5,3,8,10
2024-02-03,5,Bench Press,67.5,3,5,7
2024-02-03,1,Squat,75.0,4,10,8
2024-02-03,1,Pull-up,2.5,3,6,8
2024-02-03,5,Squat,112.5,3,10,6
2024-02-03,6,Deadlift,150.0,3,8,7
2024-02-03,6,Bench Press,77.5,5,10,9
2024-02-03,2,Deadlift,115.0,4,8,9
2024-02-03,2,Squat,85.0,3,8,8
2024-02-03,6,Overhead Press,50.0,3,6,6
2024-02-04,7,Bench Press,80.0,3,5,8
2024-02-04,7,Squat,127.5,5,5,9
2024-02-05,5,Deadlift,145.0,4,5,9
2024-02-05,6,Bench Press,82.5,3,8,7
2024-02-05,1,Squat,77.5,5,6,6
2024-02-05,1,Pull-up,2.5,4,5,9
2024-02-05,3,Overhead Press,40.0,5,5,8
2024-02-05,5,Pull-up,12.5,5,10,8
2024-02-05,3,Deadlift,125.0,5,10,8
2024-02-05,6,Pull-up,12.5,4,6,9
2024-02-05,3,Pull-up,5.0,3,6,10
2024-02-06,3,Squat,90.0,4,5,9
2024-02-06,3,Pull-up,7.5,4,6,6
2024-02-06,6,Pull-up,12.5,4,10,6
2024-02-06,3,Bench Press,60.0,3,6,7
2024-02-06,4,Deadlift,140.0,5,8,6
2024-02-06,4,Overhead Press,47.5,4,6,8
2024-02-06,4,Squat,105.0,4,6,9
2024-02-06,2,Pull-up,5.0,3,8,7
2024-02-06,2,Bench Press,55.0,3,10,8
2024-02-06,5,Pull-up,10.0,3,8,6
2024-02-06,5,Overhead Press,50.0,5,8,7
2024-02-06,5,Squat,107.5,5,6,9
2024-02-06,6,Deadlift,137.5,5,6,9
2024-02-07,6,Pull-up,12.5,4,10,6
2024-02-07,6,Bench Press,77.5,3,10,7
2024-02-07,6,Squat,120.0,4,6,8
2024-02-07,7,Squat,135.0,4,6,7
2024-02-07,7,Bench Press,90.0,3,6,6
2024-02-07,7,Deadlift,170.0,4,8,7
2024-02-07,4,Overhead Press,45.0,4,6,8
2024-02-07,4,Squat,102.5,5,5,9
2024-02-07,4,Pull-up,10.0,4,10,9
2024-02-07,1,Squat,75.0,5,6,7
2024-02-07,1,Pull-up,2.5,4,5,8
2024-02-07,1,Bench Press,47.5,4,10,8
2024-02-08,7,Deadlift,177.5,4,5,7
2024-02-08,5,Squat,112.5,3,5,8
2024-02-08,5,Overhead Press,50.0,5,8,6
2024-02-08,5,Pull-up,12.5,4,5,6
2024-02-08,7,Squat,140.0,5,5,7
2024-02-08,2,Bench Press,57.5,5,10,8
2024-02-08,2,Overhead Press,42.5,5,8,8
2024-02-08,2,Pull-up,5.0,5,6,6
2024-02-08,4,Pull-up,7.5,5,6,9
2024-02-08,4,Squat,102.5,5,6,9
2024-02-09,7,Bench Press,82.5,4,5,6
2024-02-09,3,Deadlift,130.0,3,8,8
2024-02-09,7,Deadlift,172.5,5,5,7
2024-02-09,3,Squat,100.0,3,5,8
2024-02-09,7,Pull-up,15.0,5,5,10
2024-02-09,1,Overhead Press,32.5,3,10,8
2024-02-09,1,Squat,80.0,4,5,8
2024-02-09,1,Pull-up,2.5,4,10,7
2024-02-09,5,Deadlift,135.0,5,6,8
2024-02-09,5,Pull-up,12.5,3,6,9
2024-02-09,5,Overhead Press,52.5,5,10,8
2024-02-10,4,Bench Press,70.0,4,6,6
2024-02-10,4,Deadlift,137.5,3,8,6
2024-02-10,6,Bench Press,77.5,3,6,6
2024-02-10,6,Pull-up,12.5,3,5,7
2024-02-11,2,Pull-up,5.0,4,10,8
2024-02-11,1,Deadlift,105.0,4,8,7
2024-02-11,1,Squat,80.0,3,10,7
2024-02-11,2,Bench Press,60.0,5,10,7
2024-02-11,1,Bench Press,50.0,4,5,9
2024-02-11,3,Pull-up,7.5,3,6,6
2024-02-11,3,Squat,100.0,4,5,9
2024-02-11,2,Overhead Press,40.0,4,6,7
2024-02-12,5,Overhead Press,45.0,5,8,8
2024-02-12,7,Deadlift,177.5,4,10,6
2024-02-12,7,Overhead Press,57.5,5,5,6
2024-02-12,7,Pull-up,15.0,3,5,7
2024-02-12,5,Squat,110.0,4,6,8
2024-02-12,6,Bench Press,80.0,4,10,8
2024-02-12,6,Overhead Press,52.5,4,8,7
2024-02-12,6,Pull-up,15.0,3,6,6
2024-02-12,5,Pull-up,10.0,3,8,8
2024-02-13,6,Deadlift,150.0,4,8,10
2024-02-13,7,Overhead Press,62.5,5,10,8
2024-02-13,6,Squat,120.0,3,6,8
2024-02-13,7,Deadlift,177.5,3,6,7
2024-02-13,2,Pull-up,5.0,3,8,9
2024-02-13,2,Squat,77.5,5,5,8
2024-02-13,6,Pull-up,15.0,3,5,9
2024-02-13,7,Pull-up,17.5,3,10,7
2024-02-13,2,Bench Press,57.5,5,6,9
2024-02-13,1,Bench Press,50.0,3,6,7
2024-02-13,1,Pull-up,2.5,4,5,9
2024-02-13,1,Squat,75.0,3,10,9
2024-02-14,4,Deadlift,142.5,4,6,7
2024-02-14,4,Overhead Press,47.5,4,6,6
2024-02-15,3,Squat,97.5,3,5,6
2024-02-15,3,Deadlift,130.0,5,10,9
2024-02-15,2,Overhead Press,37.5,5,10,8
2024-02-15,2,Bench Press,57.5,5,6,6
2024-02-15,5,Bench Press,72.5,5,8,7
2024-02-15,6,Pull-up,15.0,3,5,7
2024-02-15,5,Overhead Press,50.0,5,10,8
2024-02-15,2,Squat,87.5,4,8,9
2024-02-15,5,Squat,115.0,3,5,9
2024-02-15,4,Pull-up,10.0,5,10,8
2024-02-15,4,Squat,95.0,5,5,8
2024-02-15,6,Deadlift,167.5,5,8,8
2024-02-15,7,Bench Press,90.0,3,8,6
2024-02-15,7,Overhead Press,62.5,3,10,7
2024-02-16,6,Overhead Press,55.0,3,5,6
2024-02-16,1,Pull-up,2.5,3,10,6
2024-02-16,1,Squat,80.0,4,8,8
2024-02-16,6,Squat,130.0,3,6,6
2024-02-17,5,Pull-up,12.5,3,5,9
2024-02-17,5,Bench Press,77.5,3,8,7
2024-02-17,2,Pull-up,5.0,5,8,8
2024-02-17,7,Pull-up,17.5,4,10,6
2024-02-17,2,Squat,90.0,5,10,6
2024-02-17,4,Pull-up,10.0,3,5,8
2024-02-17,4,Deadlift,137.5,4,6,9
2024-02-17,1,Squat,80.0,5,8,8
2024-02-17,1,Deadlift,107.5,4,6,8
2024-02-17,7,Overhead Press,57.5,5,8,8
2024-02-18,2,Squat,92.5,3,5,8
2024-02-18,2,Pull-up,5.0,4,6,8
2024-02-18,1,Overhead Press,40.0,3,8,9
2024-02-18,1,Squat,85.0,3,8,8
2024-02-18,2,Bench Press,57.5,4,10,8
2024-02-18,3,Pull-up,7.5,4,5,7
2024-02-18,7,Overhead Press,60.0,5,5,9
2024-02-18,3,Squat,95.0,3,5,8
2024-02-18,3,Bench Press,65.0,5,8,6
2024-02-18,5,Squat,120.0,5,8,6
2024-02-18,5,Deadlift,155.0,3,6,9
2024-02-18,7,Pull-up,17.5,4,5,9
2024-02-18,7,Bench Press,80.0,4,5,9
2024-02-19,5,Bench Press,75.0,3,6,6
2024-02-19,4,Squat,110.0,3,10,7
2024-02-19,4,Pull-up,10.0,3,5,7
2024-02-19,5,Overhead Press,55.0,4,8,8
2024-02-19,5,Squat,122.5,4,5,6
2024-02-19,6,Overhead Press,57.5,3,8,8
2024-02-19,6,Deadlift,162.5,4,8,9
2024-02-19,6,Pull-up,12.5,3,8,8
2024-02-20,7,Bench Press,85.0,5,8,9
2024-02-20,5,Squat,122.5,3,8,8
2024-02-20,5,Overhead Press,55.0,4,10,9
2024-02-20,7,Overhead Press,60.0,3,5,9
2024-02-20,5,Deadlift,157.5,4,6,6
2024-02-21,3,Deadlift,122.5,5,10,9
2024-02-21,4,Squat,95.0,5,6,10
2024-02-21,4,Deadlift,142.5,5,10,6
2024-02-21,3,Squat,97.5,5,5,8
2024-02-21,3,Bench Press,62.5,3,8,7
2024-02-22,7,Squat,130.0,4,6,9
2024-02-22,7,Pull-up,17.5,5,10,7
2024-02-22,1,Overhead Press,37.5,4,5,8
2024-02-22,1,Squat,80.0,5,5,7
2024-02-22,2,Deadlift,102.5,4,5,10
2024-02-22,6,Pull-up,12.5,4,8,8
2024-02-22,6,Bench Press,80.0,5,6,8
2024-02-22,3,Overhead Press,45.0,3,5,6
2024-02-22,2,Bench Press,57.5,5,6,6
2024-02-22,1,Deadlift,105.0,5,5,9
2024-02-22,3,Squat,102.5,5,8,9
2024-02-23,5,Bench Press,80.0,4,5,9
2024-02-23,1,Deadlift,112.5,5,10,9
2024-02-23,1,Pull-up,2.5,3,10,6
2024-02-23,1,Squat,72.5,3,8,9
2024-02-23,5,Pull-up,10.0,4,5,10
2024-02-24,4,Overhead Press,50.0,3,10,6
2024-02-24,4,Deadlift,122.5,3,8,8
2024-02-24,6,Overhead Press,57.5,4,8,9
2024-02-24,6,Deadlift,152.5,3,5,8
2024-02-24,6,Bench Press,87.5,5,8,9
2024-02-25,4,Squat,97.5,5,8,10
2024-02-25,4,Deadlift,140.0,5,6,7
2024-02-25,3,Overhead Press,47.5,3,5,6
2024-02-25,3,Bench Press,65.0,5,8,7
2024-02-25,4,Overhead Press,47.5,5,10,9
2024-02-26,7,Overhead Press,60.0,5,8,7
2024-02-26,1,Squat,77.5,3,10,6
2024-02-26,2,Deadlift,120.0,5,5,8
2024-02-26,2,Squat,90.0,4,10,8
2024-02-26,2,Overhead Press,45.0,3,5,8
2024-02-26,7,Deadlift,182.5,4,6,8
2024-02-26,6,Overhead Press,57.5,3,10,9
2024-02-26,6,Squat,135.0,5,8,8
2024-02-26,1,Deadlift,110.0,4,8,8
2024-02-27,3,Pull-up,7.5,4,6,7
2024-02-27,2,Deadlift,125.0,5,6,9
2024-02-27,2,Pull-up,5.0,5,6,7
2024-02-27,6,Overhead Press,60.0,3,10,9
2024-02-27,6,Deadlift,175.0,5,10,6
2024-02-27,5,Bench Press,75.0,3,5,7
2024-02-27,5,Squat,120.0,5,5,6
2024-02-27,5,Deadlift,145.0,5,6,10
2024-02-27,6,Pull-up,15.0,4,5,7
2024-02-27,3,Deadlift,127.5,3,10,9
2024-02-28,3,Deadlift,132.5,5,10,9
2024-02-28,4,Pull-up,10.0,4,5,8
2024-02-28,3,Bench Press,62.5,3,5,6
2024-02-28,4,Squat,107.5,4,5,8
2024-02-28,2,Squat,87.5,5,10,6
2024-02-28,2,Bench Press,62.5,3,8,9
2024-02-28,2,Overhead Press,42.5,4,8,9
2024-02-29,4,Deadlift,140.0,3,10,9
2024-02-29,4,Pull-up,10.0,4,8,8
2024-02-29,1,Overhead Press,37.5,4,5,6
2024-02-29,1,Pull-up,2.5,5,5,6
2024-02-29,5,Bench Press,82.5,5,8,9
2024-02-29,6,Pull-up,15.0,5,5,6
2024-02-29,5,Pull-up,12.5,4,6,8
2024-02-29,6,Overhead Press,60.0,3,5,9
2024-02-29,5,Deadlift,157.5,4,8,6
2024-03-01,5,Squat,122.5,4,8,7
2024-03-01,5,Bench Press,77.5,5,8,9
2024-03-02,6,Squat,132.5,5,10,6
2024-03-02,6,Bench Press,82.5,3,6,9
2024-03-02,4,Pull-up,10.0,3,8,8
2024-03-02,4,Deadlift,150.0,3,8,9
2024-03-02,4,Overhead Press,50.0,3,10,6
