athlete_id,exercise,date,weight_kg,sets,reps,rpe
ATH001,Incline Bench Press,2025-11-30,40.5,3,10,8.7
ATH001,Sandbag Carry,2025-11-30,82.9,3,20,7.7
ATH001,Bench Press,2025-12-03,50.6,3,10,7.3
ATH001,Farmer's Walk,2025-12-03,58.6,3,26,8.3
ATH001,Incline Bench Press,2025-12-03,65.0,3,10,6.3
ATH001,Bench Press,2025-12-05,47.6,5,10,6.1
ATH001,Log Press,2025-12-05,34.5,4,8,7.2
ATH001,Romanian Deadlift,2025-12-05,103.6,4,12,6.6
ATH001,Deadlift,2025-12-07,122.9,3,5,9.0
ATH001,Incline Bench Press,2025-12-07,39.0,4,12,6.1
ATH001,Yoke Walk,2025-12-07,200.2,3,26,8.5
ATH001,Log Press,2025-12-10,54.8,3,5,7.0
ATH001,Pull-ups,2025-12-10,7.5,4,6,7.5
ATH001,Squat,2025-12-10,97.2,3,4,8.4
ATH001,Deadlift,2025-12-12,113.7,4,5,8.2
ATH001,Farmer's Walk,2025-12-12,60.7,4,30,7.8
ATH001,Incline Bench Press,2025-12-12,54.0,4,6,6.8
ATH001,Deadlift,2025-12-14,103.7,5,3,7.3
ATH001,Log Press,2025-12-14,40.4,3,6,6.6
ATH001,Pull-ups,2025-12-14,7.5,4,10,7.6
ATH001,Deadlift,2025-12-17,116.3,4,3,8.0
ATH001,Farmer's Walk,2025-12-17,81.2,4,22,8.5
ATH001,Front Squat,2025-12-17,66.6,3,10,7.8
ATH001,Bench Press,2025-12-19,58.3,3,10,7.5
ATH001,Front Squat,2025-12-19,67.6,3,8,8.3
ATH001,Sandbag Carry,2025-12-19,62.5,3,22,7.0
ATH001,Barbell Row,2025-12-21,51.2,3,10,7.7
ATH001,Bench Press,2025-12-21,67.9,5,10,8.5
ATH001,Log Press,2025-12-21,57.7,4,3,8.5
ATH002,Incline Bench Press,2025-10-01,40.4,3,12,7.2
ATH002,Sandbag Carry,2025-10-01,83.1,4,25,7.3
ATH002,Squat,2025-10-01,69.2,5,5,7.7
ATH002,Farmer's Walk,2025-10-03,67.9,3,25,8.0
ATH002,Pull-ups,2025-10-03,6.3,4,12,7.6
ATH002,Squat,2025-10-03,60.6,5,5,7.8
ATH002,Barbell Row,2025-10-05,63.9,3,8,7.6
ATH002,Overhead Press,2025-10-05,40.3,5,6,8.3
ATH002,Sandbag Carry,2025-10-05,68.8,3,30,9.0
ATH002,Atlas Stone Load,2025-10-08,73.1,4,4,9.5
ATH002,Deadlift,2025-10-08,85.4,4,3,7.4
ATH002,Romanian Deadlift,2025-10-08,70.2,4,12,7.3
ATH002,Overhead Press,2025-10-10,38.3,4,10,8.7
ATH002,Romanian Deadlift,2025-10-10,63.7,4,10,8.4
ATH002,Sandbag Carry,2025-10-10,73.4,3,26,9.2
ATH002,Overhead Press,2025-10-12,28.3,5,8,8.2
ATH002,Pull-ups,2025-10-12,5.6,3,6,7.9
ATH002,Yoke Walk,2025-10-12,159.8,3,15,8.6
ATH002,Bench Press,2025-10-15,59.1,4,8,8.8
ATH002,Pull-ups,2025-10-15,2.1,4,6,6.1
ATH002,Yoke Walk,2025-10-15,181.7,3,18,8.5
ATH002,Barbell Row,2025-10-17,59.2,3,6,7.4
ATH002,Overhead Press,2025-10-17,36.4,4,5,6.7
ATH002,Sandbag Carry,2025-10-17,89.3,3,15,8.8
ATH002,Atlas Stone Load,2025-10-19,98.0,4,5,8.0
ATH002,Barbell Row,2025-10-19,42.8,3,10,6.5
ATH002,Bench Press,2025-10-19,47.1,5,10,7.8
ATH002,Deadlift,2025-10-22,108.8,3,5,9.2
ATH002,Front Squat,2025-10-22,61.6,3,8,8.6
ATH002,Log Press,2025-10-22,28.4,3,6,7.8
ATH002,Overhead Press,2025-10-24,39.9,4,6,8.9
ATH002,Romanian Deadlift,2025-10-24,70.0,3,12,8.5
ATH002,Sandbag Carry,2025-10-24,77.5,3,15,8.3
ATH002,Bench Press,2025-10-26,41.6,5,5,7.0
ATH002,Pull-ups,2025-10-26,9.6,3,8,7.4
ATH002,Yoke Walk,2025-10-26,161.6,4,30,8.3
ATH002,Atlas Stone Load,2025-10-29,106.7,3,4,7.6
ATH002,Deadlift,2025-10-29,102.9,5,4,7.0
ATH002,Incline Bench Press,2025-10-29,43.4,4,8,8.7
ATH002,Front Squat,2025-10-31,48.6,4,6,7.1
ATH002,Log Press,2025-10-31,36.2,3,3,6.5
ATH002,Squat,2025-10-31,74.2,5,4,7.9
ATH002,Deadlift,2025-11-02,100.8,5,3,7.9
ATH002,Farmer's Walk,2025-11-02,65.2,4,18,8.3
ATH002,Pull-ups,2025-11-02,9.0,3,8,8.0
ATH002,Barbell Row,2025-11-05,42.5,4,10,6.4
ATH002,Deadlift,2025-11-05,85.0,5,4,9.0
ATH002,Yoke Walk,2025-11-05,133.4,3,26,6.8
ATH002,Bench Press,2025-11-07,62.2,3,5,7.8
ATH002,Farmer's Walk,2025-11-07,67.7,4,26,8.1
ATH002,Romanian Deadlift,2025-11-07,69.8,4,8,7.7
ATH002,Deadlift,2025-11-09,96.5,3,4,8.7
ATH002,Incline Bench Press,2025-11-09,41.1,3,10,6.6
ATH002,Sandbag Carry,2025-11-09,61.7,3,18,6.9
ATH002,Bench Press,2025-11-12,58.0,5,6,5.5
ATH002,Romanian Deadlift,2025-11-12,78.9,4,6,5.5
ATH002,Sandbag Carry,2025-11-12,81.3,4,12,8.0
ATH002,Farmer's Walk,2025-11-14,58.4,3,12,6.9
ATH002,Front Squat,2025-11-14,44.5,3,10,5.8
ATH002,Squat,2025-11-14,78.8,4,3,7.4
ATH002,Barbell Row,2025-11-16,55.2,3,12,7.0
ATH002,Sandbag Carry,2025-11-16,60.3,4,25,7.4
ATH002,Squat,2025-11-16,69.0,5,6,6.6
ATH002,Barbell Row,2025-11-19,69.0,3,10,6.4
ATH002,Farmer's Walk,2025-11-19,98.8,3,15,7.8
ATH002,Squat,2025-11-19,97.4,4,4,6.8
ATH002,Atlas Stone Load,2025-11-21,109.3,3,5,8.9
ATH002,Overhead Press,2025-11-21,42.4,5,8,7.6
ATH002,Romanian Deadlift,2025-11-21,69.9,3,10,7.6
ATH002,Front Squat,2025-11-23,69.2,4,8,6.9
ATH002,Log Press,2025-11-23,48.1,3,6,7.1
ATH002,Squat,2025-11-23,93.8,3,6,7.5
ATH002,Barbell Row,2025-11-26,48.4,3,6,6.7
ATH002,Deadlift,2025-11-26,107.2,4,6,6.9
ATH002,Yoke Walk,2025-11-26,142.4,3,30,7.8
ATH002,Bench Press,2025-11-28,64.8,3,5,7.4
ATH002,Front Squat,2025-11-28,56.9,4,8,6.3
ATH002,Yoke Walk,2025-11-28,202.1,4,22,9.1
ATH002,Bench Press,2025-11-30,39.7,3,10,7.7
ATH002,Farmer's Walk,2025-11-30,57.4,3,22,8.5
ATH002,Pull-ups,2025-11-30,3.2,3,10,7.4
ATH002,Bench Press,2025-12-03,59.5,5,6,7.2
ATH002,Romanian Deadlift,2025-12-03,70.9,3,6,8.6
ATH002,Yoke Walk,2025-12-03,193.5,3,22,7.7
ATH002,Barbell Row,2025-12-05,53.1,4,10,6.7
ATH002,Sandbag Carry,2025-12-05,77.8,3,15,7.9
ATH002,Squat,2025-12-05,74.5,5,3,8.9
ATH002,Bench Press,2025-12-07,64.6,4,5,6.4
ATH002,Farmer's Walk,2025-12-07,57.3,3,10,8.1
ATH002,Incline Bench Press,2025-12-07,45.4,4,12,6.5
ATH002,Front Squat,2025-12-10,57.7,4,12,7.3
ATH002,Sandbag Carry,2025-12-10,72.7,4,25,8.5
ATH002,Squat,2025-12-10,95.0,4,5,7.0
ATH002,Atlas Stone Load,2025-12-12,77.0,3,3,9.3
ATH002,Bench Press,2025-12-12,50.1,5,5,8.8
ATH002,Romanian Deadlift,2025-12-12,71.3,4,6,8.8
ATH002,Barbell Row,2025-12-14,51.3,3,10,7.0
ATH002,Bench Press,2025-12-14,54.5,5,8,8.0
ATH002,Farmer's Walk,2025-12-14,71.8,4,30,9.2
ATH002,Bench Press,2025-12-17,64.8,5,8,6.9
ATH002,Farmer's Walk,2025-12-17,71.4,3,18,7.6
ATH002,Front Squat,2025-12-17,72.6,4,10,7.1
ATH002,Deadlift,2025-12-19,108.2,3,6,8.3
ATH002,Front Squat,2025-12-19,59.6,3,8,6.9
ATH002,Yoke Walk,2025-12-19,182.0,4,10,6.9
ATH002,Barbell Row,2025-12-21,61.2,4,10,8.7
ATH002,Deadlift,2025-12-21,90.1,3,5,9.0
ATH002,Yoke Walk,2025-12-21,207.8,4,18,6.6
ATH003,Deadlift,2025-10-01,110.5,4,6,9.0
ATH003,Incline Bench Press,2025-10-01,46.9,3,10,8.1
ATH003,Yoke Walk,2025-10-01,134.3,3,22,7.2
ATH003,Deadlift,2025-10-03,108.5,4,4,8.7
ATH003,Front Squat,2025-10-03,69.1,3,8,6.9
ATH003,Yoke Walk,2025-10-03,172.4,3,10,9.2
ATH003,Barbell Row,2025-10-05,42.0,3,12,6.2
ATH003,Deadlift,2025-10-05,101.7,5,3,7.6
ATH003,Log Press,2025-10-05,49.8,3,5,8.9
ATH003,Bench Press,2025-10-08,54.7,4,8,7.5
ATH003,Log Press,2025-10-08,47.5,3,8,7.8
ATH003,Pull-ups,2025-10-08,5.0,4,6,8.5
ATH003,Deadlift,2025-10-10,93.2,3,3,8.3
ATH003,Farmer's Walk,2025-10-10,70.5,3,12,8.9
ATH003,Pull-ups,2025-10-10,4.2,4,12,8.1
ATH003,Deadlift,2025-10-12,98.0,5,6,6.9
ATH003,Farmer's Walk,2025-10-12,42.6,4,10,7.0
ATH003,Pull-ups,2025-10-12,4.8,3,10,6.0
ATH003,Log Press,2025-10-15,49.3,4,6,7.8
ATH003,Overhead Press,2025-10-15,34.3,3,10,8.5
ATH003,Pull-ups,2025-10-15,7.5,3,6,7.0
ATH003,Barbell Row,2025-10-17,63.9,3,8,6.5
ATH003,Deadlift,2025-10-17,84.6,3,5,8.5
ATH003,Farmer's Walk,2025-10-17,49.2,3,12,7.6
ATH003,Deadlift,2025-10-19,87.7,5,6,8.9
ATH003,Pull-ups,2025-10-19,7.9,3,10,6.7
ATH003,Sandbag Carry,2025-10-19,75.2,4,18,6.6
ATH003,Bench Press,2025-10-22,49.4,4,6,6.8
ATH003,Pull-ups,2025-10-22,4.3,3,6,7.4
ATH003,Sandbag Carry,2025-10-22,75.3,3,26,8.3
ATH003,Bench Press,2025-10-24,63.0,4,5,6.6
ATH003,Incline Bench Press,2025-10-24,42.3,4,6,8.5
ATH003,Log Press,2025-10-24,30.8,4,5,7.1
ATH003,Deadlift,2025-10-26,98.5,3,6,7.1
ATH003,Log Press,2025-10-26,39.3,4,3,7.1
ATH003,Romanian Deadlift,2025-10-26,70.3,3,6,8.4
ATH003,Bench Press,2025-10-29,40.8,3,10,6.3
ATH003,Incline Bench Press,2025-10-29,52.9,3,10,6.3
ATH003,Sandbag Carry,2025-10-29,79.9,3,18,7.6
ATH003,Barbell Row,2025-10-31,68.0,4,8,7.4
ATH003,Farmer's Walk,2025-10-31,70.5,4,20,7.0
ATH003,Squat,2025-10-31,72.5,5,3,8.7
ATH003,Deadlift,2025-11-02,99.0,5,6,8.1
ATH003,Incline Bench Press,2025-11-02,54.5,3,8,7.8
ATH003,Log Press,2025-11-02,40.6,4,8,7.8
ATH003,Deadlift,2025-11-05,101.0,4,4,7.4
ATH003,Romanian Deadlift,2025-11-05,74.4,3,8,8.0
ATH003,Yoke Walk,2025-11-05,192.2,4,12,9.0
ATH003,Farmer's Walk,2025-11-07,77.9,3,10,8.5
ATH003,Overhead Press,2025-11-07,46.4,3,8,6.2
ATH003,Pull-ups,2025-11-07,0.2,3,12,7.4
ATH003,Incline Bench Press,2025-11-09,43.9,3,12,7.0
ATH003,Squat,2025-11-09,91.0,4,3,6.5
ATH003,Yoke Walk,2025-11-09,195.3,3,26,9.1
ATH003,Bench Press,2025-11-12,47.6,5,10,5.5
ATH003,Pull-ups,2025-11-12,9.1,4,8,5.5
ATH003,Sandbag Carry,2025-11-12,65.3,4,25,6.4
ATH003,Barbell Row,2025-11-14,38.4,3,10,7.4
ATH003,Log Press,2025-11-14,39.7,4,5,6.4
ATH003,Overhead Press,2025-11-14,36.1,4,5,6.9
ATH003,Atlas Stone Load,2025-11-16,69.7,4,3,6.0
ATH003,Bench Press,2025-11-16,44.6,3,5,5.9
ATH003,Romanian Deadlift,2025-11-16,66.0,3,6,5.5
ATH003,Bench Press,2025-11-19,53.3,5,10,7.3
ATH003,Romanian Deadlift,2025-11-19,96.4,4,6,8.8
ATH003,Sandbag Carry,2025-11-19,78.8,3,20,9.0
ATH003,Romanian Deadlift,2025-11-21,82.7,4,10,8.6
ATH003,Sandbag Carry,2025-11-21,69.7,3,15,7.0
ATH003,Squat,2025-11-21,96.4,5,3,6.7
ATH003,Barbell Row,2025-11-23,68.1,3,6,8.4
ATH003,Bench Press,2025-11-23,62.6,5,5,8.6
ATH003,Log Press,2025-11-23,52.3,4,8,9.3
ATH003,Atlas Stone Load,2025-11-26,109.7,3,2,7.4
ATH003,Front Squat,2025-11-26,52.2,3,8,6.3
ATH003,Overhead Press,2025-11-26,35.9,5,6,7.4
ATH003,Barbell Row,2025-11-28,44.3,3,6,6.1
ATH003,Overhead Press,2025-11-28,49.9,5,10,7.5
ATH003,Yoke Walk,2025-11-28,194.6,3,15,8.2
ATH003,Bench Press,2025-11-30,68.6,4,10,7.9
ATH003,Romanian Deadlift,2025-11-30,71.5,3,8,6.3
ATH003,Yoke Walk,2025-11-30,178.9,4,12,7.0
ATH003,Barbell Row,2025-12-03,46.4,4,12,8.6
ATH003,Bench Press,2025-12-03,44.1,4,5,7.3
ATH003,Log Press,2025-12-03,45.0,3,3,7.9
ATH003,Farmer's Walk,2025-12-05,50.8,4,25,8.6
ATH003,Front Squat,2025-12-05,81.5,4,10,6.1
ATH003,Overhead Press,2025-12-05,36.1,5,6,6.2
ATH003,Farmer's Walk,2025-12-07,76.1,4,25,8.5
ATH003,Front Squat,2025-12-07,60.7,4,12,8.7
ATH003,Overhead Press,2025-12-07,30.6,4,5,7.9
ATH003,Barbell Row,2025-12-10,68.5,4,8,6.3
ATH003,Log Press,2025-12-10,47.0,4,6,8.6
ATH003,Squat,2025-12-10,88.0,4,3,8.2
ATH003,Atlas Stone Load,2025-12-12,84.9,4,2,9.0
ATH003,Overhead Press,2025-12-12,28.9,4,10,6.4
ATH003,Pull-ups,2025-12-12,7.3,3,8,7.4
ATH003,Barbell Row,2025-12-14,52.9,3,8,7.1
ATH003,Bench Press,2025-12-14,47.5,4,10,6.7
ATH003,Farmer's Walk,2025-12-14,53.9,3,25,7.5
ATH003,Barbell Row,2025-12-17,74.3,4,10,7.7
ATH003,Farmer's Walk,2025-12-17,52.2,4,30,7.8
ATH003,Overhead Press,2025-12-17,38.6,5,5,7.5
ATH003,Deadlift,2025-12-19,115.8,4,5,8.0
ATH003,Farmer's Walk,2025-12-19,61.9,3,25,8.1
ATH003,Front Squat,2025-12-19,83.8,4,6,8.2
ATH003,Bench Press,2025-12-21,42.5,4,10,6.9
ATH003,Farmer's Walk,2025-12-21,57.4,4,10,9.0
ATH003,Incline Bench Press,2025-12-21,47.7,4,10,8.7
ATH004,Atlas Stone Load,2025-10-01,92.3,3,4,8.9
ATH004,Overhead Press,2025-10-01,25.2,5,8,8.5
ATH004,Romanian Deadlift,2025-10-01,62.3,3,10,8.8
ATH004,Deadlift,2025-10-03,97.4,3,3,7.0
ATH004,Pull-ups,2025-10-03,7.0,4,12,7.6
ATH004,Yoke Walk,2025-10-03,154.5,4,15,7.2
ATH004,Log Press,2025-10-05,33.2,3,5,6.9
ATH004,Overhead Press,2025-10-05,25.1,5,10,7.4
ATH004,Romanian Deadlift,2025-10-05,93.7,3,8,6.8
ATH004,Deadlift,2025-10-08,117.4,4,4,7.1
ATH004,Pull-ups,2025-10-08,7.1,3,6,6.4
ATH004,Sandbag Carry,2025-10-08,61.8,4,22,8.8
ATH004,Barbell Row,2025-10-10,69.6,4,10,8.2
ATH004,Farmer's Walk,2025-10-10,78.5,4,12,8.7
ATH004,Squat,2025-10-10,82.0,3,6,7.3
ATH004,Atlas Stone Load,2025-10-12,98.8,4,5,8.7
ATH004,Bench Press,2025-10-12,43.5,4,6,6.4
ATH004,Pull-ups,2025-10-12,4.6,4,10,7.5
ATH004,Atlas Stone Load,2025-10-15,68.2,4,5,7.7
ATH004,Deadlift,2025-10-15,116.8,3,4,9.1
ATH004,Front Squat,2025-10-15,70.3,4,6,7.0
ATH004,Atlas Stone Load,2025-10-17,64.9,4,5,8.4
ATH004,Front Squat,2025-10-17,69.1,3,12,6.9
ATH004,Overhead Press,2025-10-17,43.2,4,6,8.9
ATH004,Bench Press,2025-10-19,37.9,3,6,8.6
ATH004,Farmer's Walk,2025-10-19,76.4,3,30,7.9
ATH004,Front Squat,2025-10-19,73.7,3,8,6.1
ATH004,Atlas Stone Load,2025-10-22,85.1,3,3,9.2
ATH004,Front Squat,2025-10-22,73.7,3,10,7.8
ATH004,Squat,2025-10-22,68.2,5,3,7.1
ATH004,Incline Bench Press,2025-10-24,35.3,4,10,6.9
ATH004,Log Press,2025-10-24,34.3,3,8,6.7
ATH004,Overhead Press,2025-10-24,46.7,4,10,6.4
ATH004,Log Press,2025-10-26,44.6,3,3,7.0
ATH004,Overhead Press,2025-10-26,41.3,4,10,7.7
ATH004,Pull-ups,2025-10-26,7.0,3,12,7.6
ATH004,Atlas Stone Load,2025-10-29,77.6,4,4,7.7
ATH004,Deadlift,2025-10-29,124.8,3,4,7.2
ATH004,Romanian Deadlift,2025-10-29,66.7,3,12,8.4
ATH004,Farmer's Walk,2025-10-31,52.6,3,10,6.7
ATH004,Incline Bench Press,2025-10-31,51.1,3,10,6.4
ATH004,Overhead Press,2025-10-31,37.9,3,6,7.7
ATH004,Barbell Row,2025-11-02,59.1,4,6,7.3
ATH004,Overhead Press,2025-11-02,43.1,4,10,6.7
ATH004,Yoke Walk,2025-11-02,177.0,4,25,8.5
ATH004,Bench Press,2025-11-05,67.6,4,8,7.4
ATH004,Log Press,2025-11-05,41.1,3,6,7.8
ATH004,Pull-ups,2025-11-05,5.3,4,8,8.4
ATH004,Deadlift,2025-11-07,101.6,5,5,8.0
ATH004,Farmer's Walk,2025-11-07,82.1,3,12,7.9
ATH004,Romanian Deadlift,2025-11-07,77.2,3,12,7.8
ATH004,Atlas Stone Load,2025-11-09,110.4,4,3,9.1
ATH004,Overhead Press,2025-11-09,28.0,4,10,9.0
ATH004,Pull-ups,2025-11-09,9.9,3,8,6.7
ATH004,Deadlift,2025-11-12,90.2,3,4,7.2
ATH004,Incline Bench Press,2025-11-12,52.1,4,6,7.8
ATH004,Yoke Walk,2025-11-12,163.2,3,30,7.0
ATH004,Bench Press,2025-11-14,44.0,5,8,5.5
ATH004,Farmer's Walk,2025-11-14,39.2,3,12,7.1
ATH004,Front Squat,2025-11-14,57.6,3,6,7.4
ATH004,Atlas Stone Load,2025-11-16,93.8,4,2,8.1
ATH004,Barbell Row,2025-11-16,51.9,3,6,6.7
ATH004,Overhead Press,2025-11-16,20.5,3,5,6.2
ATH004,Barbell Row,2025-11-19,58.4,3,10,8.7
ATH004,Farmer's Walk,2025-11-19,55.2,3,10,8.4
ATH004,Squat,2025-11-19,86.0,5,3,7.0
ATH004,Deadlift,2025-11-21,119.9,4,5,8.1
ATH004,Pull-ups,2025-11-21,8.2,4,6,6.3
ATH004,Yoke Walk,2025-11-21,149.9,4,25,7.7
ATH004,Farmer's Walk,2025-11-23,47.9,4,25,8.9
ATH004,Pull-ups,2025-11-23,14.7,4,12,6.0
ATH004,Squat,2025-11-23,92.7,3,3,8.7
ATH004,Incline Bench Press,2025-11-26,40.7,3,8,7.6
ATH004,Log Press,2025-11-26,57.4,4,5,7.4
ATH004,Squat,2025-11-26,85.0,4,6,8.8
ATH004,Bench Press,2025-11-28,42.7,3,8,7.1
ATH004,Incline Bench Press,2025-11-28,52.0,4,8,8.6
ATH004,Sandbag Carry,2025-11-28,89.6,4,22,9.0
ATH004,Barbell Row,2025-11-30,61.0,4,12,6.2
ATH004,Log Press,2025-11-30,57.3,3,5,7.8
ATH004,Squat,2025-11-30,69.1,5,5,6.9
ATH004,Incline Bench Press,2025-12-03,49.3,3,6,6.4
ATH004,Overhead Press,2025-12-03,44.0,3,8,6.3
ATH004,Sandbag Carry,2025-12-03,74.2,4,20,7.3
ATH004,Atlas Stone Load,2025-12-05,83.0,3,2,7.1
ATH004,Deadlift,2025-12-05,92.2,4,4,8.3
ATH004,Pull-ups,2025-12-05,9.8,3,8,7.1
ATH004,Bench Press,2025-12-07,41.5,5,6,7.3
ATH004,Farmer's Walk,2025-12-07,75.6,4,30,6.6
ATH004,Romanian Deadlift,2025-12-07,93.1,4,12,6.1
ATH004,Deadlift,2025-12-10,128.2,4,5,7.4
ATH004,Front Squat,2025-12-10,63.1,3,6,8.4
ATH004,Sandbag Carry,2025-12-10,61.6,4,20,7.2
ATH004,Farmer's Walk,2025-12-12,84.1,4,15,9.1
ATH004,Overhead Press,2025-12-12,45.3,3,5,7.3
ATH004,Romanian Deadlift,2025-12-12,89.4,4,12,6.7
ATH004,Atlas Stone Load,2025-12-14,83.1,3,2,7.9
ATH004,Pull-ups,2025-12-14,5.5,3,8,7.7
ATH004,Squat,2025-12-14,73.9,3,3,7.6
ATH004,Deadlift,2025-12-17,126.8,3,5,7.1
ATH004,Pull-ups,2025-12-17,3.4,4,6,7.2
ATH004,Sandbag Carry,2025-12-17,87.0,4,15,9.0
ATH004,Log Press,2025-12-19,41.3,4,6,7.2
ATH004,Romanian Deadlift,2025-12-19,76.2,4,6,7.5
ATH004,Squat,2025-12-19,77.7,5,4,9.2
ATH004,Barbell Row,2025-12-21,52.7,3,8,6.9
ATH004,Squat,2025-12-21,73.7,5,3,7.3
ATH004,Yoke Walk,2025-12-21,203.3,4,18,7.9
ATH005,Front Squat,2025-10-01,71.0,3,6,8.2
ATH005,Log Press,2025-10-01,26.7,3,8,6.6
ATH005,Overhead Press,2025-10-01,21.6,5,10,8.3
ATH005,Bench Press,2025-10-03,58.7,3,10,7.3
ATH005,Farmer's Walk,2025-10-03,48.5,3,30,7.5
ATH005,Front Squat,2025-10-03,54.2,3,12,7.2
ATH005,Farmer's Walk,2025-10-05,45.7,4,15,7.2
ATH005,Romanian Deadlift,2025-10-05,90.1,3,12,8.7
ATH005,Squat,2025-10-05,66.1,4,4,8.7
ATH005,Incline Bench Press,2025-10-08,41.8,4,6,6.2
ATH005,Sandbag Carry,2025-10-08,55.4,3,26,7.0
ATH005,Squat,2025-10-08,60.9,3,4,8.4
ATH005,Barbell Row,2025-10-10,52.5,4,6,8.8
ATH005,Overhead Press,2025-10-10,30.5,3,8,8.2
