date,athlete_id,exercise,weight_kg,sets,reps,rpe
2024-01-07,ATH001,Deadlift,132.5,5,8,8
2024-01-07,ATH002,Squat,140.0,4,8,9
2024-01-07,ATH002,Deadlift,126.0,4,6,9
2024-01-07,ATH005,Pull-up,36.75,3,12,10
2024-01-07,ATH005,Bench Press,132.5,5,8,9
2024-01-08,ATH003,Overhead Press,22.5,4,8,7
2024-01-08,ATH003,Deadlift,54.0,4,8,8
2024-01-08,ATH003,Squat,40.0,3,5,8
2024-01-08,ATH004,Overhead Press,45.0,3,12,9
2024-01-08,ATH004,Pull-up,15.0,3,12,7
2024-01-08,ATH005,Barbell Row,67.5,3,10,10
2024-01-08,ATH005,Pull-up,23.625,4,8,9
2024-01-08,ATH005,Squat,152.5,5,6,9
2024-01-09,ATH001,Barbell Row,47.25,4,10,9
2024-01-09,ATH001,Overhead Press,55.0,4,10,8
2024-01-09,ATH002,Squat,137.5,3,5,8
2024-01-09,ATH002,Bench Press,105.0,5,8,10
2024-01-09,ATH004,Deadlift,152.5,3,5,8
2024-01-09,ATH004,Barbell Row,82.5,3,8,9
2024-01-10,ATH001,Pull-up,17.5,4,12,7
2024-01-10,ATH001,Barbell Row,75.0,4,12,9
2024-01-10,ATH001,Deadlift,102.5,3,6,7
2024-01-10,ATH002,Pull-up,31.5,4,12,10
2024-01-10,ATH002,Squat,142.5,5,6,9
2024-01-10,ATH002,Overhead Press,85.0,4,10,10
2024-01-10,ATH004,Overhead Press,73.5,3,12,10
2024-01-10,ATH004,Squat,130.0,4,6,7
2024-01-10,ATH005,Squat,147.5,4,8,10
2024-01-10,ATH005,Barbell Row,80.0,4,8,10
2024-01-11,ATH001,Barbell Row,60.0,4,8,8
2024-01-11,ATH001,Pull-up,17.5,3,10,8
2024-01-11,ATH001,Overhead Press,52.5,4,10,7
2024-01-11,ATH002,Deadlift,222.75,4,8,9
2024-01-11,ATH002,Barbell Row,102.375,4,12,10
2024-01-12,ATH001,Bench Press,65.0,5,5,8
2024-01-12,ATH001,Overhead Press,40.0,4,12,7
2024-01-12,ATH001,Deadlift,145.0,4,8,9
2024-01-12,ATH003,Pull-up,7.5,3,12,7
2024-01-12,ATH003,Barbell Row,42.5,4,10,6
2024-01-12,ATH004,Overhead Press,52.5,3,8,9
2024-01-12,ATH004,Pull-up,22.5,3,10,8
2024-01-12,ATH004,Squat,150.0,4,6,7
2024-01-14,ATH003,Barbell Row,45.0,3,12,6
2024-01-14,ATH003,Overhead Press,25.0,4,8,8
2024-01-14,ATH003,Pull-up,5.25,4,8,7
2024-01-14,ATH005,Bench Press,105.0,5,8,8
2024-01-14,ATH005,Overhead Press,51.75,4,10,8
2024-01-15,ATH001,Pull-up,17.5,3,8,7
2024-01-15,ATH001,Squat,120.0,5,5,7
2024-01-15,ATH001,Overhead Press,55.0,4,8,8
2024-01-15,ATH002,Pull-up,32.5,3,8,9
2024-01-15,ATH002,Barbell Row,82.5,4,12,9
2024-01-15,ATH002,Bench Press,137.5,4,5,8
2024-01-15,ATH003,Barbell Row,40.5,4,8,8
2024-01-15,ATH003,Bench Press,32.5,4,8,7
2024-01-15,ATH003,Squat,75.0,3,6,6
2024-01-15,ATH004,Overhead Press,67.5,3,12,7
2024-01-15,ATH004,Barbell Row,62.5,3,8,8
2024-01-15,ATH004,Squat,150.0,5,8,7
2024-01-15,ATH005,Barbell Row,103.5,3,8,9
2024-01-15,ATH005,Overhead Press,95.0,3,12,10
2024-01-15,ATH005,Bench Press,90.0,4,5,10
2024-01-16,ATH001,Bench Press,85.0,4,5,9
2024-01-16,ATH001,Overhead Press,76.125,4,12,9
2024-01-16,ATH001,Deadlift,157.5,5,6,7
2024-01-16,ATH003,Deadlift,102.5,5,6,6
2024-01-16,ATH003,Squat,60.75,4,5,8
2024-01-17,ATH003,Deadlift,73.5,5,8,7
2024-01-17,ATH003,Barbell Row,35.0,4,10,8
2024-01-17,ATH004,Barbell Row,60.75,3,8,8
2024-01-17,ATH004,Bench Press,72.5,5,8,8
2024-01-17,ATH004,Deadlift,140.0,3,6,7
2024-01-18,ATH002,Deadlift,152.5,3,8,10
2024-01-18,ATH002,Bench Press,150.0,3,8,8
2024-01-18,ATH004,Bench Press,99.0,3,5,9
2024-01-18,ATH004,Squat,105.0,4,5,9
2024-01-18,ATH004,Barbell Row,55.0,4,12,9
2024-01-18,ATH005,Overhead Press,92.5,3,12,10
2024-01-18,ATH005,Squat,197.5,4,6,9
2024-01-18,ATH005,Barbell Row,130.0,4,12,10
2024-01-19,ATH002,Squat,182.5,3,8,9
2024-01-19,ATH002,Bench Press,110.0,3,5,9
2024-01-19,ATH004,Deadlift,140.0,5,5,9
2024-01-19,ATH004,Overhead Press,49.875,3,12,8
2024-01-20,ATH001,Pull-up,25.0,4,12,7
2024-01-20,ATH001,Squat,99.75,3,6,9
2024-01-20,ATH001,Bench Press,77.5,3,8,8
2024-01-20,ATH003,Overhead Press,37.5,4,10,8
2024-01-20,ATH003,Squat,67.5,4,5,8
2024-01-21,ATH002,Deadlift,165.0,5,8,10
2024-01-21,ATH002,Overhead Press,75.0,3,8,9
2024-01-21,ATH005,Barbell Row,92.5,4,12,9
2024-01-21,ATH005,Bench Press,110.0,5,6,10
2024-01-22,ATH002,Overhead Press,67.5,3,8,10
2024-01-22,ATH002,Pull-up,35.0,4,12,9
2024-01-22,ATH004,Deadlift,182.5,5,5,7
2024-01-22,ATH004,Barbell Row,81.375,3,8,8
2024-01-22,ATH004,Pull-up,20.0,3,8,9
2024-01-23,ATH004,Squat,110.0,4,5,8
2024-01-23,ATH004,Deadlift,150.0,3,5,8
2024-01-24,ATH001,Bench Press,69.75,3,6,9
2024-01-24,ATH001,Deadlift,105.0,4,6,8
2024-01-24,ATH001,Squat,144.375,4,5,9
2024-01-24,ATH002,Squat,217.5,4,8,9
2024-01-24,ATH002,Pull-up,40.0,4,8,9
2024-01-24,ATH002,Barbell Row,72.0,3,10,8
2024-01-24,ATH003,Pull-up,7.5,3,8,7
2024-01-24,ATH003,Barbell Row,40.0,3,8,7
2024-01-24,ATH003,Overhead Press,33.75,4,12,8
2024-01-24,ATH005,Bench Press,160.0,3,6,10
2024-01-24,ATH005,Deadlift,225.0,3,6,9
2024-01-24,ATH005,Pull-up,27.0,3,10,10
2024-01-25,ATH002,Barbell Row,80.0,4,12,8
2024-01-25,ATH002,Squat,127.5,4,6,9
2024-01-25,ATH002,Deadlift,217.5,5,5,8
2024-01-26,ATH001,Barbell Row,82.5,4,12,9
2024-01-26,ATH001,Overhead Press,40.0,4,8,7
2024-01-26,ATH001,Bench Press,80.0,4,5,8
2024-01-26,ATH003,Squat,70.875,4,6,9
2024-01-26,ATH003,Barbell Row,50.0,3,8,6
2024-01-26,ATH004,Pull-up,22.5,3,12,8
2024-01-26,ATH004,Deadlift,125.0,3,5,7
2024-01-26,ATH004,Barbell Row,85.0,4,10,8
2024-01-26,ATH005,Squat,167.5,4,8,8
2024-01-26,ATH005,Deadlift,157.5,5,5,10
2024-01-26,ATH005,Overhead Press,82.5,4,10,10
2024-01-27,ATH002,Squat,140.0,5,5,8
2024-01-27,ATH002,Barbell Row,110.0,3,12,10
2024-01-27,ATH002,Bench Press,102.5,3,5,10
2024-01-27,ATH003,Overhead Press,42.5,3,12,6
2024-01-27,ATH003,Pull-up,7.5,3,12,7
2024-01-28,ATH001,Overhead Press,47.5,3,8,9
2024-01-28,ATH001,Bench Press,80.0,4,6,8
2024-01-28,ATH001,Pull-up,22.5,3,10,7
2024-01-28,ATH003,Pull-up,7.5,4,12,6
2024-01-28,ATH003,Squat,72.5,5,5,7
2024-01-28,ATH004,Bench Press,75.0,4,8,9
2024-01-28,ATH004,Deadlift,127.5,4,8,7
2024-01-28,ATH005,Overhead Press,90.0,4,8,8
2024-01-28,ATH005,Barbell Row,105.0,3,12,8
2024-01-29,ATH001,Bench Press,90.0,4,5,8
2024-01-29,ATH001,Deadlift,117.5,3,8,9
2024-01-29,ATH004,Deadlift,107.5,4,6,7
2024-01-29,ATH004,Bench Press,80.0,3,6,8
2024-01-30,ATH003,Deadlift,107.5,5,5,7
2024-01-30,ATH003,Bench Press,35.0,5,8,8
2024-01-30,ATH003,Overhead Press,27.5,3,10,6
2024-01-30,ATH004,Pull-up,27.5,3,8,9
2024-01-30,ATH004,Squat,147.5,5,6,8
2024-01-31,ATH002,Squat,197.5,5,8,9
2024-01-31,ATH002,Barbell Row,82.5,4,10,10
2024-01-31,ATH005,Bench Press,157.5,5,8,8
2024-01-31,ATH005,Squat,197.5,4,8,8
2024-02-01,ATH002,Bench Press,95.0,4,6,8
2024-02-01,ATH002,Squat,197.5,5,6,8
2024-02-01,ATH003,Pull-up,5.0,3,12,7
2024-02-01,ATH003,Deadlift,87.5,5,8,6
2024-02-01,ATH004,Overhead Press,60.0,3,10,9
2024-02-01,ATH004,Squat,112.875,5,8,9
2024-02-02,ATH001,Barbell Row,55.0,3,10,9
2024-02-02,ATH001,Pull-up,22.5,4,10,9
2024-02-02,ATH001,Overhead Press,57.5,3,8,9
2024-02-02,ATH002,Deadlift,225.0,5,6,10
2024-02-02,ATH002,Pull-up,22.5,4,8,8
2024-02-02,ATH005,Overhead Press,81.0,4,12,9
2024-02-02,ATH005,Squat,205.0,4,8,10
2024-02-02,ATH005,Pull-up,42.5,3,10,9
2024-02-03,ATH001,Pull-up,15.0,3,12,7
2024-02-03,ATH001,Barbell Row,65.0,3,10,9
2024-02-03,ATH003,Pull-up,5.0,4,10,7
2024-02-03,ATH003,Squat,77.5,5,5,7
2024-02-03,ATH005,Pull-up,25.0,3,8,8
2024-02-03,ATH005,Deadlift,170.0,3,8,8
2024-02-03,ATH005,Squat,207.5,5,8,8
2024-02-04,ATH005,Squat,198.0,3,5,10
2024-02-04,ATH005,Barbell Row,110.0,3,10,9
2024-02-04,ATH005,Pull-up,37.5,3,10,10
2024-02-05,ATH001,Pull-up,12.5,3,10,7
2024-02-05,ATH001,Bench Press,75.0,4,8,9
2024-02-05,ATH001,Overhead Press,52.5,3,12,8
2024-02-05,ATH004,Squat,130.0,4,8,8
2024-02-05,ATH004,Bench Press,95.0,5,5,8
2024-02-05,ATH005,Deadlift,295.0,4,5,9
2024-02-05,ATH005,Squat,207.5,3,8,9
2024-02-05,ATH005,Bench Press,152.5,3,8,8
2024-02-06,ATH002,Bench Press,132.5,5,5,10
2024-02-06,ATH002,Squat,168.75,5,8,8
2024-02-07,ATH001,Bench Press,102.5,3,8,8
2024-02-07,ATH001,Overhead Press,52.5,3,12,9
2024-02-07,ATH001,Squat,120.0,4,8,9
2024-02-07,ATH003,Pull-up,2.5,3,8,8
2024-02-07,ATH003,Overhead Press,32.5,4,12,8
2024-02-07,ATH003,Barbell Row,42.5,3,10,8
2024-02-07,ATH005,Pull-up,31.5,3,12,8
2024-02-07,ATH005,Deadlift,212.5,4,5,10
2024-02-07,ATH005,Barbell Row,100.0,3,12,10
2024-02-08,ATH001,Bench Press,87.5,5,8,8
2024-02-08,ATH001,Pull-up,17.5,4,8,9
2024-02-08,ATH002,Overhead Press,62.5,4,12,9
2024-02-08,ATH002,Bench Press,107.5,5,8,8
2024-02-08,ATH003,Bench Press,67.5,4,8,8
2024-02-08,ATH003,Pull-up,0.0,3,12,6
2024-02-09,ATH002,Pull-up,30.0,3,8,10
2024-02-09,ATH002,Barbell Row,125.0,4,12,8
2024-02-09,ATH002,Overhead Press,97.5,3,10,8
2024-02-09,ATH003,Deadlift,112.875,5,6,7
2024-02-09,ATH003,Bench Press,57.5,5,6,8
2024-02-09,ATH004,Bench Press,75.0,5,5,9
2024-02-09,ATH004,Barbell Row,87.5,4,8,8
2024-02-09,ATH004,Squat,130.5,4,6,8
2024-02-09,ATH005,Bench Press,90.0,5,8,9
2024-02-09,ATH005,Squat,140.0,5,8,8
2024-02-10,ATH001,Barbell Row,82.5,4,10,8
2024-02-10,ATH001,Squat,105.0,3,8,8
2024-02-10,ATH001,Pull-up,20.0,3,12,9
2024-02-10,ATH004,Squat,140.0,3,6,8
2024-02-10,ATH004,Overhead Press,72.5,4,12,8
2024-02-10,ATH004,Deadlift,152.5,4,6,9
2024-02-11,ATH003,Deadlift,52.5,3,6,7
2024-02-11,ATH003,Barbell Row,50.0,3,10,8
2024-02-11,ATH003,Pull-up,7.5,4,10,8
2024-02-12,ATH001,Squat,122.5,4,6,7
2024-02-12,ATH001,Bench Press,97.5,3,8,9
2024-02-13,ATH001,Squat,135.0,4,5,8
2024-02-13,ATH001,Deadlift,194.25,4,5,8
2024-02-13,ATH004,Bench Press,112.5,5,6,8
2024-02-13,ATH004,Pull-up,17.5,3,12,9
2024-02-13,ATH005,Overhead Press,82.5,3,10,9
2024-02-13,ATH005,Barbell Row,115.0,3,12,8
2024-02-14,ATH001,Squat,122.5,3,8,7
2024-02-14,ATH001,Pull-up,25.0,4,10,7
2024-02-14,ATH001,Deadlift,145.0,4,5,8
2024-02-14,ATH002,Squat,192.5,4,5,10
2024-02-14,ATH002,Bench Press,112.5,3,6,10
2024-02-14,ATH003,Pull-up,7.5,3,8,8
2024-02-14,ATH003,Bench Press,55.0,3,8,6
2024-02-14,ATH005,Pull-up,40.0,4,10,9
2024-02-14,ATH005,Bench Press,132.5,5,6,8
2024-02-14,ATH005,Deadlift,225.75,5,5,10
2024-02-15,ATH004,Deadlift,135.0,5,5,7
2024-02-15,ATH004,Overhead Press,82.5,3,12,8
2024-02-15,ATH004,Pull-up,15.0,3,8,8
2024-02-16,ATH002,Pull-up,30.0,4,10,10
2024-02-16,ATH002,Barbell Row,127.5,3,12,9
2024-02-16,ATH004,Deadlift,150.0,3,5,9
2024-02-16,ATH004,Overhead Press,50.0,3,8,8
2024-02-17,ATH001,Squat,150.0,5,5,9
2024-02-17,ATH001,Pull-up,20.0,4,12,8
2024-02-17,ATH003,Barbell Row,40.0,3,12,8
2024-02-17,ATH003,Bench Press,67.5,4,6,8
2024-02-18,ATH002,Squat,227.5,3,6,10
2024-02-18,ATH002,Bench Press,114.75,3,5,9
2024-02-18,ATH002,Barbell Row,87.5,4,8,10
2024-02-18,ATH003,Deadlift,90.0,3,5,7
2024-02-18,ATH003,Squat,82.5,3,8,6
2024-02-18,ATH003,Overhead Press,27.5,4,10,7
2024-02-18,ATH005,Squat,192.5,3,5,9
2024-02-18,ATH005,Bench Press,168.75,4,8,10
2024-02-19,ATH003,Barbell Row,42.5,4,12,8
2024-02-19,ATH003,Bench Press,45.0,5,6,8
2024-02-19,ATH005,Overhead Press,80.0,3,12,9
2024-02-19,ATH005,Pull-up,45.0,3,10,10
2024-02-20,ATH001,Pull-up,30.0,3,10,8
2024-02-20,ATH001,Barbell Row,95.0,4,12,7
2024-02-20,ATH004,Squat,180.0,5,8,9
2024-02-20,ATH004,Overhead Press,55.0,3,12,7
2024-02-20,ATH005,Pull-up,32.5,3,8,8
2024-02-20,ATH005,Deadlift,160.0,3,8,10
2024-02-21,ATH002,Deadlift,215.25,3,5,10
2024-02-21,ATH002,Bench Press,162.5,4,5,9
2024-02-21,ATH002,Barbell Row,130.0,4,12,9
2024-02-21,ATH003,Bench Press,62.5,4,5,6
2024-02-21,ATH003,Deadlift,80.0,4,5,7
2024-02-21,ATH004,Pull-up,25.0,3,12,7
2024-02-21,ATH004,Bench Press,87.5,5,6,7
2024-02-21,ATH004,Deadlift,192.5,5,6,7
2024-02-22,ATH001,Barbell Row,77.5,3,10,7
2024-02-22,ATH001,Deadlift,180.0,4,8,8
2024-02-22,ATH001,Squat,117.5,4,8,9
2024-02-22,ATH002,Overhead Press,60.0,4,10,10
2024-02-22,ATH002,Squat,207.5,4,5,9
2024-02-22,ATH002,Bench Press,175.0,3,6,8
2024-02-23,ATH001,Pull-up,27.5,3,8,8
2024-02-23,ATH001,Barbell Row,72.5,3,8,7
2024-02-23,ATH002,Overhead Press,82.5,4,8,8
2024-02-23,ATH002,Deadlift,165.375,3,5,9
2024-02-23,ATH002,Bench Press,175.0,4,5,8
2024-02-24,ATH003,Barbell Row,49.5,3,8,8
2024-02-24,ATH003,Squat,78.75,5,8,7
2024-02-24,ATH004,Deadlift,160.0,5,5,8
2024-02-24,ATH004,Pull-up,22.5,4,10,7
2024-02-24,ATH005,Overhead Press,60.0,3,8,10
2024-02-24,ATH005,Barbell Row,125.0,4,10,8
2024-02-24,ATH005,Bench Press,110.0,3,6,10
2024-02-25,ATH001,Deadlift,165.0,3,8,7
2024-02-25,ATH001,Barbell Row,80.0,3,8,8
2024-02-25,ATH003,Pull-up,7.5,4,10,7
2024-02-25,ATH003,Deadlift,70.0,5,8,8
2024-02-26,ATH001,Pull-up,25.0,4,12,9
2024-02-26,ATH001,Squat,142.5,3,8,9
2024-02-26,ATH001,Barbell Row,95.0,4,8,9
2024-02-26,ATH002,Squat,197.5,5,8,8
2024-02-26,ATH002,Pull-up,30.0,4,12,10
2024-02-26,ATH002,Overhead Press,110.0,4,8,8
2024-02-26,ATH004,Overhead Press,70.0,3,12,9
2024-02-26,ATH004,Barbell Row,105.0,3,8,7
2024-02-26,ATH004,Deadlift,110.0,4,6,9
2024-02-27,ATH004,Barbell Row,72.5,3,10,7
2024-02-27,ATH004,Pull-up,20.0,3,10,9
2024-02-27,ATH005,Squat,177.5,5,8,8
2024-02-27,ATH005,Bench Press,112.5,3,8,10
2024-02-28,ATH002,Overhead Press,70.0,3,12,9
2024-02-28,ATH002,Barbell Row,122.5,3,8,10
2024-02-28,ATH003,Pull-up,10.0,3,12,6
2024-02-28,ATH003,Bench Press,70.0,5,5,6
2024-02-28,ATH003,Squat,80.0,3,6,8
2024-02-28,ATH004,Overhead Press,76.5,3,12,9
2024-02-28,ATH004,Deadlift,147.5,4,5,8
2024-02-28,ATH004,Bench Press,95.0,5,5,8
2024-02-29,ATH002,Squat,145.0,5,5,8
2024-02-29,ATH002,Deadlift,262.5,5,6,8
2024-02-29,ATH003,Bench Press,60.0,4,6,8
2024-02-29,ATH003,Overhead Press,36.0,4,10,8
2024-02-29,ATH003,Squat,67.5,5,8,6
2024-02-29,ATH005,Squat,192.5,4,6,8
2024-02-29,ATH005,Barbell Row,136.5,3,8,9
2024-03-01,ATH001,Deadlift,187.5,3,8,8
2024-03-01,ATH001,Bench Press,115.0,5,6,8
2024-03-01,ATH003,Bench Press,70.0,4,8,6
2024-03-01,ATH003,Squat,47.5,5,8,7
2024-03-01,ATH003,Pull-up,7.875,3,8,9
2024-03-01,ATH005,Bench Press,177.5,4,5,10
2024-03-01,ATH005,Barbell Row,105.0,4,10,9
2024-03-01,ATH005,Squat,177.5,3,6,10
2024-03-02,ATH001,Barbell Row,85.0,3,12,7
2024-03-02,ATH001,Overhead Press,82.5,4,12,8
2024-03-02,ATH002,Pull-up,25.0,3,12,8
2024-03-02,ATH002,Squat,192.5,4,5,8
2024-03-02,ATH003,Squat,82.5,3,6,6
2024-03-02,ATH003,Barbell Row,45.0,4,10,7
2024-03-02,ATH004,Bench Press,76.5,3,8,9
2024-03-02,ATH004,Pull-up,12.5,3,8,7
2024-03-02,ATH004,Overhead Press,65.0,4,10,7
2024-03-03,ATH001,Deadlift,178.5,3,5,8
2024-03-03,ATH001,Barbell Row,60.0,3,12,9
2024-03-03,ATH001,Bench Press,90.0,3,8,8
2024-03-04,ATH001,Deadlift,140.0,4,5,8
2024-03-04,ATH001,Pull-up,17.5,3,12,9
2024-03-04,ATH003,Squat,60.375,3,5,8
2024-03-04,ATH003,Deadlift,75.0,3,6,8
2024-03-04,ATH005,Pull-up,35.0,4,10,8
2024-03-04,ATH005,Deadlift,320.0,3,5,8
2024-03-05,ATH002,Barbell Row,107.5,3,8,10
2024-03-05,ATH002,Bench Press,146.25,5,6,9
2024-03-06,ATH003,Squat,65.0,4,5,8
2024-03-06,ATH003,Bench Press,37.5,5,5,8
2024-03-06,ATH004,Pull-up,22.5,4,12,9
2024-03-06,ATH004,Squat,162.5,3,5,7
2024-03-06,ATH005,Deadlift,282.5,3,6,10
2024-03-06,ATH005,Overhead Press,102.5,4,12,9
2024-03-07,ATH002,Squat,160.0,4,8,9
2024-03-07,ATH002,Bench Press,142.5,4,8,9
2024-03-07,ATH002,Pull-up,30.0,4,8,10
2024-03-07,ATH005,Squat,180.0,5,6,10
2024-03-07,ATH005,Bench Press,142.5,5,5,9
2024-03-07,ATH005,Pull-up,30.0,4,8,10
2024-03-08,ATH001,Pull-up,30.0,4,10,7
2024-03-08,ATH001,Bench Press,117.5,3,8,8
2024-03-08,ATH001,Barbell Row,97.5,4,10,8
2024-03-08,ATH002,Deadlift,277.5,5,5,10
2024-03-08,ATH002,Squat,245.0,5,8,8
2024-03-08,ATH003,Pull-up,4.5,4,12,8
2024-03-08,ATH003,Deadlift,72.5,5,5,8
2024-03-09,ATH003,Barbell Row,55.0,3,12,7
2024-03-09,ATH003,Pull-up,10.0,4,12,8
2024-03-09,ATH003,Deadlift,77.5,4,8,7
2024-03-09,ATH004,Overhead Press,77.5,3,8,7
2024-03-09,ATH004,Barbell Row,85.0,3,12,9
2024-03-10,ATH001,Barbell Row,100.0,3,8,8
2024-03-10,ATH001,Bench Press,92.5,5,6,8
2024-03-10,ATH002,Squat,232.5,4,6,9
2024-03-10,ATH002,Barbell Row,117.0,3,12,8
2024-03-10,ATH002,Bench Press,177.5,5,6,8
2024-03-10,ATH004,Bench Press,80.0,4,6,7
2024-03-10,ATH004,Pull-up,17.5,3,10,7
2024-03-11,ATH001,Deadlift,162.5,5,5,7
2024-03-11,ATH001,Barbell Row,97.5,4,12,7
2024-03-11,ATH001,Pull-up,32.5,4,10,9
2024-03-11,ATH004,Bench Press,92.5,3,8,9
2024-03-11,ATH004,Deadlift,145.0,5,6,7
2024-03-11,ATH005,Bench Press,165.0,5,8,9
2024-03-11,ATH005,Squat,220.0,5,6,10
2024-03-11,ATH005,Pull-up,37.5,3,8,8
2024-03-12,ATH002,Squat,222.75,4,8,9
2024-03-12,ATH002,Deadlift,235.0,3,8,10
2024-03-12,ATH002,Bench Press,162.0,3,6,8
2024-03-12,ATH003,Bench Press,67.5,5,8,7
2024-03-12,ATH003,Pull-up,5.0,3,10,8
2024-03-12,ATH004,Pull-up,22.5,4,12,7
2024-03-12,ATH004,Barbell Row,63.0,3,8,8
2024-03-12,ATH004,Squat,150.0,5,6,8
2024-03-12,ATH005,Pull-up,30.0,4,12,10
2024-03-12,ATH005,Overhead Press,110.0,3,8,10
2024-03-12,ATH005,Bench Press,207.5,3,6,8
2024-03-13,ATH001,Squat,159.75,5,8,8
2024-03-13,ATH001,Pull-up,15.0,4,10,7
2024-03-13,ATH001,Bench Press,90.0,3,6,7
2024-03-13,ATH003,Pull-up,2.5,4,8,6
2024-03-13,ATH003,Barbell Row,42.5,3,12,8
2024-03-13,ATH003,Bench Press,60.0,5,5,6
2024-03-13,ATH004,Squat,142.5,4,5,9
2024-03-13,ATH004,Pull-up,27.5,3,10,7
2024-03-14,ATH001,Barbell Row,65.25,4,10,8
2024-03-14,ATH001,Bench Press,120.0,5,6,8
2024-03-14,ATH001,Squat,132.5,4,6,8
2024-03-14,ATH002,Barbell Row,142.5,4,10,8
2024-03-14,ATH002,Overhead Press,102.5,3,12,9
2024-03-14,ATH002,Bench Press,137.5,3,6,10
2024-03-14,ATH004,Overhead Press,92.5,4,8,9
2024-03-14,ATH004,Deadlift,195.0,5,5,8
2024-03-14,ATH005,Pull-up,37.5,3,10,10
2024-03-14,ATH005,Deadlift,310.0,3,5,9
2024-03-15,ATH002,Bench Press,122.5,3,6,8
2024-03-15,ATH002,Deadlift,287.5,4,5,10
2024-03-15,ATH002,Overhead Press,70.0,3,8,9
2024-03-15,ATH003,Pull-up,0.0,3,12,6
2024-03-15,ATH003,Bench Press,67.5,4,5,8
2024-03-15,ATH003,Overhead Press,47.5,4,12,6
2024-03-16,ATH003,Deadlift,85.0,5,6,7
2024-03-16,ATH003,Bench Press,47.5,3,8,8
2024-03-16,ATH003,Overhead Press,50.0,4,12,8
2024-03-16,ATH005,Bench Press,142.5,3,8,9
2024-03-16,ATH005,Overhead Press,70.0,4,8,9
2024-03-16,ATH005,Barbell Row,112.5,3,8,10
2024-03-17,ATH001,Bench Press,92.5,3,6,8
2024-03-17,ATH001,Deadlift,160.0,4,6,7
2024-03-17,ATH001,Pull-up,20.0,3,10,7
2024-03-17,ATH002,Overhead Press,87.5,4,10,8
2024-03-17,ATH002,Barbell Row,117.5,3,12,9
2024-03-17,ATH002,Pull-up,32.5,3,10,10
2024-03-18,ATH002,Squat,168.75,3,5,8
2024-03-18,ATH002,Pull-up,42.75,4,8,9
2024-03-18,ATH002,Overhead Press,87.5,3,12,10
2024-03-18,ATH004,Barbell Row,75.0,4,8,7
2024-03-18,ATH004,Bench Press,125.0,3,5,8
2024-03-19,ATH001,Overhead Press,65.0,3,8,7
2024-03-19,ATH001,Bench Press,92.5,4,8,7
2024-03-19,ATH002,Pull-up,40.0,3,8,8
2024-03-19,ATH002,Barbell Row,107.5,3,10,10
2024-03-20,ATH001,Deadlift,220.0,3,5,7
2024-03-20,ATH001,Bench Press,82.5,5,8,8
2024-03-20,ATH001,Overhead Press,49.5,4,8,8
2024-03-20,ATH002,Pull-up,47.25,3,8,9
2024-03-20,ATH002,Deadlift,202.5,4,6,9
2024-03-20,ATH003,Bench Press,45.0,5,6,7
2024-03-20,ATH003,Overhead Press,42.5,3,8,8
2024-03-20,ATH003,Pull-up,5.0,4,12,7
2024-03-20,ATH004,Bench Press,105.0,4,6,7
2024-03-20,ATH004,Squat,160.0,4,8,9
2024-03-21,ATH005,Bench Press,187.5,4,8,10
2024-03-21,ATH005,Squat,270.0,4,5,9
