date,athlete_id,exercise,weight_kg,sets,reps,rpe
2024-01-12,ATH003,Squat,65.0,4,8,7
2024-01-12,ATH003,Bench Press,50.0,4,8,7
2024-01-12,ATH003,Overhead Press,32.5,3,10,7
2024-01-13,ATH004,Deadlift,110.0,3,5,8
2024-01-13,ATH004,Bench Press,77.5,4,8,8
2024-01-13,ATH004,Squat,95.0,4,8,8
2024-01-14,ATH005,Squat,125.0,4,6,10
2024-01-14,ATH005,Bench Press,120.0,3,6,10
2024-01-14,ATH005,Deadlift,205.0,4,5,9
2024-01-15,ATH001,Squat,105.0,4,8,8
2024-01-15,ATH001,Bench Press,80.0,4,8,8
2024-01-15,ATH001,Deadlift,150.0,3,5,8
2024-01-16,ATH002,Squat,135.0,4,8,9
2024-01-16,ATH002,Bench Press,100.0,3,6,8
2024-01-16,ATH002,Overhead Press,62.5,4,8,9
2024-01-17,ATH003,Deadlift,85.0,4,5,7
2024-01-17,ATH003,Pull-up,7.5,3,8,7
2024-01-17,ATH003,Barbell Row,55.0,3,10,7
2024-01-18,ATH004,Overhead Press,47.5,3,8,7
2024-01-18,ATH004,Pull-up,17.5,3,10,8
2024-01-18,ATH004,Barbell Row,65.0,4,10,8
2024-01-19,ATH005,Overhead Press,72.5,4,8,9
2024-01-19,ATH005,Pull-up,37.5,3,8,9
2024-01-19,ATH005,Barbell Row,95.0,3,12,10
2024-01-20,ATH001,Overhead Press,65.0,4,8,8
2024-01-20,ATH001,Pull-up,17.5,3,10,8
2024-01-20,ATH001,Barbell Row,75.0,3,10,8
2024-01-21,ATH002,Squat,145.0,4,8,9
2024-01-21,ATH002,Bench Press,110.0,3,6,9
2024-01-21,ATH002,Deadlift,175.0,4,6,10
2024-01-22,ATH003,Squat,70.0,4,8,7
2024-01-22,ATH003,Bench Press,55.0,4,8,7
2024-01-22,ATH003,Overhead Press,35.0,3,10,7
2024-01-23,ATH004,Deadlift,115.0,3,5,8
2024-01-23,ATH004,Bench Press,82.5,4,8,8
2024-01-23,ATH004,Squat,100.0,4,8,8
2024-01-24,ATH005,Squat,130.0,4,6,10
2024-01-24,ATH005,Bench Press,125.0,3,6,10
2024-01-24,ATH005,Deadlift,215.0,4,5,9
2024-01-25,ATH001,Squat,110.0,4,8,8
2024-01-25,ATH001,Bench Press,85.0,4,8,8
2024-01-25,ATH001,Deadlift,160.0,3,5,8
2024-01-26,ATH002,Squat,140.0,4,8,9
2024-01-26,ATH002,Bench Press,105.0,3,6,8
2024-01-26,ATH002,Overhead Press,65.0,4,8,9
2024-01-27,ATH003,Deadlift,90.0,4,5,7
2024-01-27,ATH003,Pull-up,10.0,3,8,7
2024-01-27,ATH003,Barbell Row,60.0,3,10,7
2024-01-28,ATH004,Overhead Press,50.0,3,8,7
2024-01-28,ATH004,Pull-up,20.0,3,10,8
2024-01-28,ATH004,Barbell Row,70.0,4,10,8
2024-01-29,ATH005,Overhead Press,75.0,4,8,9
2024-01-29,ATH005,Pull-up,40.0,3,8,9
2024-01-29,ATH005,Barbell Row,100.0,3,12,10
2024-01-30,ATH001,Overhead Press,67.5,4,8,8
2024-01-30,ATH001,Pull-up,20.0,3,10,8
2024-01-30,ATH001,Barbell Row,80.0,3,10,8
2024-01-31,ATH002,Squat,150.0,4,8,9
2024-01-31,ATH002,Bench Press,115.0,3,6,9
2024-01-31,ATH002,Deadlift,185.0,4,6,10
2024-02-01,ATH003,Squat,75.0,4,8,7
2024-02-01,ATH003,Bench Press,60.0,4,8,7
2024-02-01,ATH003,Overhead Press,37.5,3,10,7
2024-02-02,ATH004,Deadlift,120.0,3,5,8
2024-02-02,ATH004,Bench Press,87.5,4,8,8
2024-02-02,ATH004,Squat,105.0,4,8,8
2024-02-03,ATH005,Squat,135.0,4,6,10
2024-02-03,ATH005,Bench Press,130.0,3,6,10
2024-02-03,ATH005,Deadlift,225.0,4,5,9
2024-02-04,ATH001,Squat,115.0,4,8,8
2024-02-04,ATH001,Bench Press,90.0,4,8,8
2024-02-04,ATH001,Deadlift,170.0,3,5,8
2024-02-05,ATH002,Squat,145.0,4,8,9
2024-02-05,ATH002,Bench Press,110.0,3,6,8
2024-02-05,ATH002,Overhead Press,67.5,4,8,9
2024-02-06,ATH003,Deadlift,95.0,4,5,7
2024-02-06,ATH003,Pull-up,12.5,3,8,7
2024-02-06,ATH003,Barbell Row,65.0,3,10,7
2024-02-07,ATH004,Overhead Press,52.5,3,8,7
2024-02-07,ATH004,Pull-up,22.5,3,10,8
2024-02-07,ATH004,Barbell Row,75.0,4,10,8
2024-02-08,ATH005,Overhead Press,77.5,4,8,9
2024-02-08,ATH005,Pull-up,42.5,3,8,9
2024-02-08,ATH005,Barbell Row,105.0,3,12,10
2024-02-09,ATH001,Overhead Press,70.0,4,8,8
2024-02-09,ATH001,Pull-up,22.5,3,10,8
2024-02-09,ATH001,Barbell Row,85.0,3,10,8
2024-02-10,ATH002,Squat,155.0,4,8,9
2024-02-10,ATH002,Bench Press,120.0,3,6,9
2024-02-10,ATH002,Deadlift,195.0,4,6,10
2024-02-11,ATH003,Squat,80.0,4,8,7
2024-02-11,ATH003,Bench Press,65.0,4,8,7
2024-02-11,ATH003,Overhead Press,40.0,3,10,7
2024-02-12,ATH004,Deadlift,125.0,3,5,8
2024-02-12,ATH004,Bench Press,92.5,4,8,8
2024-02-12,ATH004,Squat,110.0,4,8,8
2024-02-13,ATH005,Squat,140.0,4,6,10
2024-02-13,ATH005,Bench Press,135.0,3,6,10
2024-02-13,ATH005,Deadlift,235.0,4,5,9
2024-02-14,ATH001,Squat,120.0,4,8,8
2024-02-14,ATH001,Bench Press,95.0,4,8,8
2024-02-14,ATH001,Deadlift,180.0,3,5,8
2024-02-15,ATH002,Squat,150.0,4,8,9
2024-02-15,ATH002,Bench Press,115.0,3,6,8
2024-02-15,ATH002,Overhead Press,70.0,4,8,9
2024-02-16,ATH003,Deadlift,100.0,4,5,7
2024-02-16,ATH003,Pull-up,15.0,3,8,7
2024-02-16,ATH003,Barbell Row,70.0,3,10,7
2024-02-17,ATH004,Overhead Press,55.0,3,8,7
2024-02-17,ATH004,Pull-up,25.0,3,10,8
2024-02-17,ATH004,Barbell Row,80.0,4,10,8
2024-02-18,ATH005,Overhead Press,80.0,4,8,9
2024-02-18,ATH005,Pull-up,45.0,3,8,9
2024-02-18,ATH005,Barbell Row,110.0,3,12,10
2024-02-19,ATH001,Overhead Press,72.5,4,8,8
2024-02-19,ATH001,Pull-up,25.0,3,10,8
2024-02-19,ATH001,Barbell Row,90.0,3,10,8
2024-02-20,ATH002,Squat,160.0,4,8,9
2024-02-20,ATH002,Bench Press,125.0,3,6,9
2024-02-20,ATH002,Deadlift,205.0,4,6,10
2024-02-21,ATH003,Squat,85.0,4,8,7
2024-02-21,ATH003,Bench Press,70.0,4,8,7
2024-02-21,ATH003,Overhead Press,42.5,3,10,7
2024-02-22,ATH004,Deadlift,130.0,3,5,8
2024-02-22,ATH004,Bench Press,97.5,4,8,8
2024-02-22,ATH004,Squat,115.0,4,8,8
2024-02-23,ATH005,Squat,145.0,4,6,10
2024-02-23,ATH005,Bench Press,140.0,3,6,10
2024-02-23,ATH005,Deadlift,245.0,4,5,9
2024-02-24,ATH001,Squat,125.0,4,8,8
2024-02-24,ATH001,Bench Press,100.0,4,8,8
2024-02-24,ATH001,Deadlift,190.0,3,5,8
2024-02-25,ATH002,Squat,155.0,4,8,9
2024-02-25,ATH002,Bench Press,120.0,3,6,8
2024-02-25,ATH002,Overhead Press,72.5,4,8,9
2024-02-26,ATH003,Deadlift,105.0,4,5,7
2024-02-26,ATH003,Pull-up,17.5,3,8,7
2024-02-26,ATH003,Barbell Row,75.0,3,10,7
2024-02-27,ATH004,Overhead Press,57.5,3,8,7
2024-02-27,ATH004,Pull-up,27.5,3,10,8
2024-02-27,ATH004,Barbell Row,85.0,4,10,8
2024-02-28,ATH005,Overhead Press,82.5,4,8,9
2024-02-28,ATH005,Pull-up,47.5,3,8,9
2024-02-28,ATH005,Barbell Row,115.0,3,12,10
2024-02-29,ATH001,Overhead Press,75.0,4,8,8
2024-02-29,ATH001,Pull-up,27.5,3,10,8
2024-02-29,ATH001,Barbell Row,95.0,3,10,8
2024-03-01,ATH002,Squat,165.0,4,8,9
2024-03-01,ATH002,Bench Press,130.0,3,6,9
2024-03-01,ATH002,Deadlift,215.0,4,6,10
2024-03-02,ATH003,Squat,90.0,4,8,7
2024-03-02,ATH003,Bench Press,75.0,4,8,7
2024-03-02,ATH003,Overhead Press,45.0,3,10,7
2024-03-03,ATH004,Deadlift,135.0,3,5,8
2024-03-03,ATH004,Bench Press,102.5,4,8,8
2024-03-03,ATH004,Squat,120.0,4,8,8
2024-03-04,ATH005,Squat,150.0,4,6,10
2024-03-04,ATH005,Bench Press,145.0,3,6,10
2024-03-04,ATH005,Deadlift,255.0,4,5,9
2024-03-05,ATH001,Squat,130.0,4,8,8
2024-03-05,ATH001,Bench Press,105.0,4,8,8
2024-03-05,ATH001,Deadlift,200.0,3,5,8
2024-03-06,ATH002,Squat,160.0,4,8,9
2024-03-06,ATH002,Bench Press,125.0,3,6,8
2024-03-06,ATH002,Overhead Press,75.0,4,8,9
2024-03-07,ATH003,Deadlift,110.0,4,5,7
2024-03-07,ATH003,Pull-up,20.0,3,8,7
2024-03-07,ATH003,Barbell Row,80.0,3,10,7
2024-03-08,ATH004,Overhead Press,60.0,3,8,7
2024-03-08,ATH004,Pull-up,30.0,3,10,8
2024-03-08,ATH004,Barbell Row,90.0,4,10,8
2024-03-09,ATH005,Overhead Press,85.0,4,8,9
2024-03-09,ATH005,Pull-up,50.0,3,8,9
2024-03-09,ATH005,Barbell Row,120.0,3,12,10
2024-03-10,ATH001,Overhead Press,77.5,4,8,8
2024-03-10,ATH001,Pull-up,30.0,3,10,8
2024-03-10,ATH001,Barbell Row,100.0,3,10,8
2024-03-11,ATH002,Squat,170.0,4,8,9
2024-03-11,ATH002,Bench Press,135.0,3,6,9
2024-03-11,ATH002,Deadlift,225.0,4,6,10
2024-03-12,ATH003,Squat,95.0,4,8,7
2024-03-12,ATH003,Bench Press,80.0,4,8,7
2024-03-12,ATH003,Overhead Press,47.5,3,10,7
2024-03-13,ATH004,Deadlift,140.0,3,5,8
2024-03-13,ATH004,Bench Press,107.5,4,8,8
2024-03-13,ATH004,Squat,125.0,4,8,8
2024-03-14,ATH005,Squat,155.0,4,6,10
2024-03-14,ATH005,Bench Press,150.0,3,6,10
2024-03-14,ATH005,Deadlift,265.0,4,5,9
2024-03-15,ATH001,Squat,135.0,4,8,8
2024-03-15,ATH001,Bench Press,110.0,4,8,8
2024-03-15,ATH001,Deadlift,210.0,3,5,8
2024-03-16,ATH002,Squat,165.0,4,8,9
2024-03-16,ATH002,Bench Press,130.0,3,6,8
2024-03-16,ATH002,Overhead Press,77.5,4,8,9
2024-03-17,ATH003,Deadlift,115.0,4,5,7
2024-03-17,ATH003,Pull-up,22.5,3,8,7
2024-03-17,ATH003,Barbell Row,85.0,3,10,7
2024-03-18,ATH004,Overhead Press,62.5,3,8,7
2024-03-18,ATH004,Pull-up,32.5,3,10,8
2024-03-18,ATH004,Barbell Row,95.0,4,10,8
2024-03-19,ATH005,Overhead Press,87.5,4,8,9
2024-03-19,ATH005,Pull-up,52.5,3,8,9
2024-03-19,ATH005,Barbell Row,125.0,3,12,10
2024-03-20,ATH001,Overhead Press,80.0,4,8,8
2024-03-20,ATH001,Pull-up,32.5,3,12,8
2024-03-20,ATH001,Barbell Row,105.0,3,10,8
2024-03-21,ATH002,Squat,175.0,4,8,9
2024-03-21,ATH002,Bench Press,140.0,3,6,9
2024-03-21,ATH002,Deadlift,235.0,4,6,10
2024-03-22,ATH003,Squat,100.0,4,8,7
2024-03-22,ATH003,Bench Press,85.0,4,8,7
2024-03-22,ATH003,Overhead Press,50.0,3,8,8
2024-03-23,ATH004,Deadlift,145.0,3,5,8
2024-03-23,ATH004,Bench Press,112.5,4,8,8
2024-03-23,ATH004,Squat,130.0,4,8,8
2024-03-24,ATH005,Squat,160.0,4,5,10
2024-03-24,ATH005,Bench Press,155.0,3,6,10
2024-03-24,ATH005,Deadlift,275.0,4,5,9
