date,athlete_id,exercise,weight_kg,sets,reps,rpe
2023-01-09,ATH007,Face Pull,25.0,3,15,6.5
2023-01-09,ATH007,Romanian Deadlift,75.0,4,8,6.5
2023-01-09,ATH008,Bench Press,72.5,5,5,8.0
2023-01-09,ATH008,Squat,97.5,3,6,7.0
2023-01-09,ATH008,Tricep Extension,22.5,4,8,6.5
2023-01-09,ATH008,Bicep Curl,30.0,4,12,7.5
2023-01-09,ATH008,Lateral Raise,17.5,3,12,7.0
2023-01-09,ATH009,Box Jump,40.0,3,15,7.0
2023-01-09,ATH009,Squat,127.5,5,6,7.5
2023-01-09,ATH009,Assault Bike,342.5,1,1323,7.5
2023-01-09,ATH009,Pull-up,17.5,4,15,7.5
2023-01-09,ATH009,Muscle Up,7.5,4,5,7.5
2023-01-10,ATH002,Front Squat,60.0,3,8,7.0
2023-01-10,ATH002,Clean & Jerk,67.5,3,2,8.0
2023-01-10,ATH002,Overhead Press,55.0,4,10,7.0
2023-01-10,ATH005,Yoke Walk,257.5,4,15,8.5
2023-01-10,ATH005,Log Press,62.5,3,15,9.0
2023-01-10,ATH005,Overhead Press,42.75,4,15,9.5
2023-01-10,ATH008,Deadlift,127.5,4,6,6.0
2023-01-10,ATH008,Bicep Curl,22.5,4,10,7.5
2023-01-10,ATH008,Calf Raise,57.5,3,10,7.5
2023-01-10,ATH008,Lateral Raise,20.0,3,8,7.0
2023-01-10,ATH009,Deadlift,120.0,4,6,8.5
2023-01-10,ATH009,Box Jump,40.0,4,15,7.0
2023-01-10,ATH009,Muscle Up,10.0,4,15,8.0
2023-01-10,ATH010,Stone Load,92.5,3,8,8.5
2023-01-10,ATH010,Farmers Walk,122.5,3,15,8.0
2023-01-11,ATH001,Deadlift,212.5,3,3,7.5
2023-01-11,ATH001,Bench Press,117.5,4,5,8.5
2023-01-11,ATH001,Barbell Row,85.0,3,12,9.5
2023-01-11,ATH002,Front Squat,95.0,4,10,7.5
2023-01-11,ATH002,Snatch,40.0,4,1,7.5
2023-01-11,ATH002,Overhead Press,32.5,3,10,6.5
2023-01-11,ATH002,Face Pull,27.5,3,12,7.0
2023-01-11,ATH002,Romanian Deadlift,82.5,4,8,6.5
2023-01-11,ATH004,Box Jump,37.5,3,15,8.0
2023-01-11,ATH004,Pull-up,20.0,4,12,7.0
2023-01-11,ATH004,Handstand Push-up,7.5,4,10,7.5
2023-01-11,ATH004,Rowing Machine,327.5,1,1482,7.0
2023-01-11,ATH005,Stone Load,90.0,3,15,9.5
2023-01-11,ATH005,Yoke Walk,250.0,3,15,8.5
2023-01-11,ATH005,Barbell Row,50.0,4,12,8.5
2023-01-11,ATH007,Snatch,30.0,3,3,7.0
2023-01-11,ATH007,Front Squat,52.5,3,8,7.0
2023-01-11,ATH007,Overhead Press,45.0,3,15,6.0
2023-01-11,ATH009,Box Jump,37.5,4,20,8.0
2023-01-11,ATH009,Assault Bike,420.0,1,1224,8.0
2023-01-12,ATH001,Squat,152.5,3,5,8.0
2023-01-12,ATH001,Dumbbell Press,62.5,3,12,8.0
2023-01-12,ATH001,Bicep Curl,32.5,3,8,9.5
2023-01-12,ATH004,Deadlift,107.5,3,5,7.5
2023-01-12,ATH004,Box Jump,42.5,3,5,7.5
2023-01-12,ATH004,Muscle Up,10.0,3,15,8.0
2023-01-12,ATH005,Log Press,51.75,4,12,8.5
2023-01-12,ATH005,Stone Load,85.0,3,8,9.0
2023-01-12,ATH005,Barbell Row,65.0,4,12,7.5
2023-01-12,ATH005,Farmers Walk,122.5,3,12,9.0
2023-01-12,ATH005,Overhead Press,70.0,3,15,8.0
2023-01-12,ATH007,Snatch,32.5,5,1,7.0
2023-01-12,ATH007,Overhead Press,40.0,4,12,7.0
2023-01-13,ATH004,Box Jump,37.5,4,20,7.0
2023-01-13,ATH004,Muscle Up,7.5,4,20,8.0
2023-01-13,ATH004,Assault Bike,415.0,1,743,8.0
2023-01-13,ATH004,Handstand Push-up,7.5,4,20,7.0
2023-01-13,ATH005,Log Press,57.5,4,10,9.5
2023-01-13,ATH005,Yoke Walk,230.0,3,10,8.0
2023-01-13,ATH005,Front Squat,92.5,3,15,7.5
2023-01-13,ATH005,Farmers Walk,120.0,3,10,9.5
2023-01-13,ATH006,Squat,187.5,3,6,8.5
2023-01-13,ATH006,Bicep Curl,40.0,4,8,8.0
2023-01-13,ATH007,Clean & Jerk,40.0,4,1,6.0
2023-01-13,ATH007,Face Pull,25.0,3,12,7.0
2023-01-13,ATH007,Overhead Press,42.5,4,8,7.0
2023-01-13,ATH007,Romanian Deadlift,62.5,4,15,7.0
2023-01-13,ATH008,Squat,135.0,5,3,6.5
2023-01-13,ATH008,Calf Raise,50.0,3,8,6.5
2023-01-13,ATH008,Bicep Curl,31.5,4,15,8.5
2023-01-13,ATH009,Deadlift,100.0,5,8,7.5
2023-01-13,ATH009,Pull-up,22.5,4,10,6.5
2023-01-13,ATH009,Handstand Push-up,7.5,3,10,6.5
2023-01-13,ATH009,Rowing Machine,300.0,1,1078,8.0
2023-01-13,ATH010,Deadlift,200.0,3,3,8.5
2023-01-13,ATH010,Barbell Row,67.5,4,10,8.0
2023-01-14,ATH004,Burpees,22.5,3,15,7.5
2023-01-14,ATH004,Deadlift,137.5,4,5,7.0
2023-01-14,ATH004,Rowing Machine,342.5,1,837,8.0
2023-01-14,ATH004,Handstand Push-up,5.0,4,20,8.0
2023-01-14,ATH006,Bench Press,167.5,3,5,9.0
2023-01-14,ATH006,Barbell Row,115.0,3,10,8.5
2023-01-14,ATH006,Bicep Curl,55.0,4,10,9.5
2023-01-14,ATH007,Front Squat,65.0,3,8,6.5
2023-01-14,ATH007,Snatch,36.0,3,3,8.0
2023-01-14,ATH007,Pull-up,7.5,3,15,7.0
2023-01-14,ATH007,Romanian Deadlift,60.0,4,12,6.5
2023-01-14,ATH007,Face Pull,17.5,4,10,6.5
2023-01-14,ATH009,Squat,90.0,4,6,8.0
2023-01-14,ATH009,Rowing Machine,312.5,1,711,7.5
2023-01-14,ATH009,Pull-up,22.5,3,12,7.5
2023-01-15,ATH002,Front Squat,85.0,4,10,7.5
2023-01-15,ATH002,Pull-up,22.5,3,10,7.5
2023-01-15,ATH002,Romanian Deadlift,97.5,3,12,6.5
2023-01-15,ATH003,Deadlift,62.5,5,6,5.5
2023-01-15,ATH003,Bench Press,47.5,5,6,6.0
2023-01-15,ATH003,Leg Curl,15.0,4,12,7.0
2023-01-15,ATH004,Box Jump,30.0,5,15,7.5
2023-01-15,ATH004,Assault Bike,400.0,1,1197,8.0
2023-01-15,ATH007,Snatch,30.0,5,3,7.0
2023-01-15,ATH007,Romanian Deadlift,67.5,3,15,6.5
2023-01-15,ATH007,Pull-up,5.0,3,10,5.5
2023-01-15,ATH008,Squat,115.0,3,6,6.5
2023-01-15,ATH008,Calf Raise,57.5,4,12,8.0
2023-01-15,ATH009,Box Jump,35.0,5,20,7.0
2023-01-15,ATH009,Burpees,20.0,3,10,8.5
2023-01-15,ATH009,Assault Bike,382.5,1,1344,7.5
2023-01-15,ATH009,Rowing Machine,315.0,1,1608,6.5
2023-01-16,ATH001,Squat,190.0,3,3,8.0
2023-01-16,ATH001,Deadlift,165.0,5,8,9.0
2023-01-16,ATH001,Bicep Curl,32.5,3,10,8.0
2023-01-16,ATH002,Clean & Jerk,42.5,5,3,8.0
2023-01-16,ATH002,Front Squat,68.25,4,15,8.0
2023-01-16,ATH002,Face Pull,29.25,3,8,8.0
2023-01-16,ATH003,Bench Press,32.5,5,8,6.5
2023-01-16,ATH003,Overhead Press,35.0,4,10,6.5
2023-01-16,ATH003,Lateral Raise,12.5,4,10,5.0
2023-01-16,ATH003,Bicep Curl,17.5,3,15,6.0
2023-01-16,ATH004,Squat,145.0,4,5,7.5
2023-01-16,ATH004,Handstand Push-up,7.5,5,5,6.5
2023-01-16,ATH004,Rowing Machine,335.0,1,752,8.0
2023-01-16,ATH004,Muscle Up,10.0,3,5,7.0
2023-01-16,ATH005,Stone Load,90.0,3,10,8.0
2023-01-16,ATH005,Log Press,67.5,3,10,9.0
2023-01-16,ATH005,Front Squat,60.0,3,10,8.0
2023-01-16,ATH008,Squat,105.0,4,8,6.5
2023-01-16,ATH008,Bicep Curl,35.0,3,10,7.0
2023-01-16,ATH009,Deadlift,162.5,4,5,7.5
2023-01-16,ATH009,Muscle Up,10.0,3,20,7.5
2023-01-16,ATH010,Yoke Walk,342.5,3,10,9.0
2023-01-16,ATH010,Front Squat,132.5,4,10,8.5
2023-01-16,ATH010,Overhead Press,70.0,3,8,8.0
2023-01-17,ATH002,Front Squat,50.0,4,15,6.5
2023-01-17,ATH002,Romanian Deadlift,85.0,3,8,7.5
2023-01-17,ATH003,Deadlift,80.0,3,5,6.0
2023-01-17,ATH003,Squat,67.5,3,8,7.0
2023-01-17,ATH003,Bicep Curl,20.0,4,15,6.0
2023-01-17,ATH003,Tricep Extension,10.0,3,10,6.5
2023-01-17,ATH004,Deadlift,112.5,3,6,8.5
2023-01-17,ATH004,Muscle Up,9.0,4,10,8.0
2023-01-17,ATH004,Pull-up,12.5,4,15,7.0
2023-01-17,ATH006,Squat,272.5,5,5,10.0
2023-01-17,ATH006,Tricep Extension,37.5,4,10,9.0
2023-01-17,ATH007,Front Squat,57.5,4,15,7.0
2023-01-17,ATH007,Romanian Deadlift,67.5,4,15,6.0
2023-01-17,ATH007,Pull-up,15.0,4,15,7.0
2023-01-17,ATH010,Yoke Walk,287.5,3,8,8.5
2023-01-17,ATH010,Log Press,67.5,4,10,9.5
2023-01-17,ATH010,Barbell Row,107.5,4,15,7.5
2023-01-18,ATH001,Bench Press,147.5,3,6,9.0
2023-01-18,ATH001,Dumbbell Press,56.25,3,12,9.0
2023-01-18,ATH001,Bicep Curl,45.0,4,8,9.0
2023-01-18,ATH003,Bench Press,55.0,4,5,6.0
2023-01-18,ATH003,Deadlift,87.5,5,8,5.0
2023-01-18,ATH003,Tricep Extension,17.5,4,10,5.5
2023-01-18,ATH003,Leg Curl,30.0,3,12,5.0
2023-01-18,ATH004,Box Jump,37.5,3,20,8.0
2023-01-18,ATH004,Deadlift,142.5,3,6,8.0
2023-01-18,ATH004,Handstand Push-up,10.0,5,10,7.0
2023-01-18,ATH006,Bench Press,152.5,5,8,8.0
2023-01-18,ATH006,Bicep Curl,55.0,3,8,9.0
2023-01-18,ATH006,Tricep Extension,52.5,3,15,8.0
2023-01-18,ATH007,Snatch,25.0,4,2,7.0
2023-01-18,ATH007,Front Squat,65.0,3,12,7.5
2023-01-18,ATH007,Face Pull,26.25,3,12,7.5
2023-01-18,ATH007,Overhead Press,30.0,4,15,7.0
2023-01-18,ATH007,Pull-up,5.0,4,10,6.5
2023-01-18,ATH009,Squat,107.5,5,3,7.5
2023-01-18,ATH009,Deadlift,125.0,4,3,8.5
2023-01-18,ATH009,Pull-up,22.5,4,8,8.0
2023-01-18,ATH009,Assault Bike,396.375,1,600,7.5
2023-01-18,ATH009,Muscle Up,10.0,3,10,8.0
2023-01-19,ATH001,Squat,182.5,4,5,9.0
2023-01-19,ATH001,Dumbbell Press,57.5,4,10,8.0
2023-01-19,ATH002,Front Squat,72.5,4,8,7.5
2023-01-19,ATH002,Snatch,37.5,4,2,6.5
2023-01-19,ATH002,Romanian Deadlift,85.0,4,8,6.5
2023-01-19,ATH002,Face Pull,30.0,4,10,8.0
2023-01-19,ATH004,Squat,102.375,4,8,8.5
2023-01-19,ATH004,Assault Bike,470.0,1,1525,7.5
2023-01-19,ATH004,Pull-up,20.0,4,10,7.5
2023-01-19,ATH005,Deadlift,100.0,4,5,7.5
2023-01-19,ATH005,Farmers Walk,107.5,4,10,8.5
2023-01-19,ATH005,Front Squat,97.5,3,10,8.5
2023-01-19,ATH007,Front Squat,42.5,4,10,6.5
2023-01-19,ATH007,Romanian Deadlift,70.0,3,12,7.5
2023-01-19,ATH007,Pull-up,5.0,3,15,6.5
2023-01-19,ATH007,Face Pull,20.0,3,12,6.0
2023-01-19,ATH008,Deadlift,152.5,4,6,6.5
2023-01-19,ATH008,Squat,100.0,5,6,6.5
2023-01-19,ATH008,Calf Raise,52.5,4,15,8.0
2023-01-19,ATH008,Bicep Curl,27.5,3,8,7.5
2023-01-19,ATH010,Log Press,60.0,4,8,7.5
2023-01-19,ATH010,Barbell Row,120.0,3,10,9.5
2023-01-19,ATH010,Overhead Press,65.0,4,8,8.5
2023-01-19,ATH010,Front Squat,105.0,4,8,8.0
2023-01-20,ATH003,Bench Press,40.0,3,6,6.0
2023-01-20,ATH003,Leg Curl,21.0,3,15,6.0
2023-01-20,ATH003,Calf Raise,32.5,4,10,6.5
2023-01-20,ATH003,Lateral Raise,13.5,3,15,8.0
2023-01-20,ATH005,Stone Load,75.0,3,15,9.0
2023-01-20,ATH005,Deadlift,117.5,4,6,9.0
2023-01-20,ATH005,Front Squat,82.5,3,15,9.5
2023-01-20,ATH005,Overhead Press,67.5,3,8,9.5
2023-01-20,ATH005,Farmers Walk,122.5,3,10,8.0
2023-01-20,ATH006,Deadlift,297.0,5,3,9.5
2023-01-20,ATH006,Lat Pulldown,120.0,4,12,9.0
2023-01-20,ATH009,Squat,80.0,4,5,7.5
2023-01-20,ATH009,Burpees,20.0,4,5,8.0
2023-01-20,ATH009,Assault Bike,430.0,1,1144,7.5
2023-01-20,ATH009,Pull-up,15.0,3,15,7.0
2023-01-20,ATH009,Handstand Push-up,7.5,5,10,8.0
2023-01-21,ATH003,Deadlift,52.5,5,3,5.5
2023-01-21,ATH003,Bench Press,35.0,5,6,6.0
2023-01-21,ATH003,Tricep Extension,15.0,3,8,5.0
2023-01-21,ATH003,Bicep Curl,10.0,4,10,7.0
2023-01-21,ATH004,Burpees,17.5,3,5,7.5
2023-01-21,ATH004,Handstand Push-up,9.0,4,15,8.5
2023-01-21,ATH004,Muscle Up,10.0,3,5,8.0
2023-01-21,ATH005,Deadlift,127.5,4,6,7.5
2023-01-21,ATH005,Front Squat,85.0,3,8,9.0
2023-01-21,ATH005,Overhead Press,72.5,4,8,9.0
2023-01-21,ATH007,Clean & Jerk,50.0,3,2,6.5
2023-01-21,ATH007,Overhead Press,30.0,4,12,6.0
2023-01-21,ATH008,Deadlift,150.0,3,8,6.5
2023-01-21,ATH008,Leg Curl,35.0,4,12,7.0
2023-01-21,ATH008,Tricep Extension,22.5,3,12,7.0
2023-01-21,ATH008,Calf Raise,72.5,3,8,8.0
2023-01-22,ATH002,Snatch,32.5,3,2,6.5
2023-01-22,ATH002,Front Squat,62.5,4,10,7.0
2023-01-22,ATH002,Pull-up,17.5,4,8,7.5
2023-01-22,ATH002,Overhead Press,57.5,3,10,8.0
2023-01-22,ATH002,Face Pull,30.0,4,12,7.5
2023-01-22,ATH003,Deadlift,62.5,4,6,5.5
2023-01-22,ATH003,Bench Press,40.0,5,5,6.0
2023-01-22,ATH003,Calf Raise,40.0,3,12,5.5
2023-01-22,ATH003,Lateral Raise,15.0,3,15,5.5
2023-01-22,ATH003,Bicep Curl,12.5,3,12,7.0
2023-01-22,ATH004,Box Jump,30.0,3,15,7.5
2023-01-22,ATH004,Squat,132.5,5,8,7.5
2023-01-22,ATH004,Assault Bike,472.5,1,1866,7.0
2023-01-22,ATH004,Handstand Push-up,10.0,4,15,8.0
2023-01-22,ATH008,Deadlift,119.25,3,8,9.0
2023-01-22,ATH008,Bicep Curl,27.5,3,8,7.0
2023-01-23,ATH002,Snatch,52.5,4,3,6.5
2023-01-23,ATH002,Front Squat,90.0,4,12,7.5
2023-01-23,ATH002,Pull-up,17.5,3,12,7.0
2023-01-23,ATH004,Box Jump,35.0,5,15,6.5
2023-01-23,ATH004,Rowing Machine,267.5,1,870,6.5
2023-01-23,ATH004,Assault Bike,360.0,1,1672,7.5
2023-01-23,ATH004,Pull-up,20.0,4,8,8.0
2023-01-23,ATH006,Squat,290.0,4,8,10.0
2023-01-23,ATH006,Deadlift,215.0,4,8,9.0
2023-01-23,ATH006,Dumbbell Press,52.5,3,12,9.0
2023-01-23,ATH006,Tricep Extension,40.0,4,10,8.0
2023-01-23,ATH009,Squat,127.5,5,8,7.5
2023-01-23,ATH009,Assault Bike,417.5,1,1719,7.5
2023-01-23,ATH009,Handstand Push-up,10.0,3,5,7.0
2023-01-23,ATH010,Deadlift,195.0,4,6,9.0
2023-01-23,ATH010,Farmers Walk,145.0,4,15,8.5
2023-01-23,ATH010,Front Squat,125.0,3,15,8.5
2023-01-24,ATH001,Deadlift,155.0,4,3,8.5
2023-01-24,ATH001,Bench Press,122.5,5,8,8.5
2023-01-24,ATH001,Tricep Extension,40.0,4,10,9.5
2023-01-24,ATH001,Dumbbell Press,55.0,4,15,8.0
2023-01-24,ATH003,Deadlift,87.5,4,3,7.0
2023-01-24,ATH003,Tricep Extension,12.5,3,15,5.0
2023-01-24,ATH003,Calf Raise,22.5,3,15,6.5
2023-01-24,ATH004,Squat,97.5,3,6,7.5
2023-01-24,ATH004,Assault Bike,425.0,1,722,7.5
2023-01-24,ATH004,Pull-up,22.5,4,10,7.0
2023-01-24,ATH004,Rowing Machine,290.25,1,834,9.0
2023-01-24,ATH006,Deadlift,297.5,4,6,9.5
2023-01-24,ATH006,Tricep Extension,37.5,3,8,9.5
2023-01-24,ATH006,Dumbbell Press,90.0,4,15,8.0
2023-01-24,ATH007,Clean & Jerk,36.0,5,2,8.0
2023-01-24,ATH007,Snatch,32.5,3,2,6.0
2023-01-24,ATH007,Romanian Deadlift,56.25,4,12,8.0
2023-01-24,ATH007,Pull-up,15.0,3,12,6.0
2023-01-25,ATH003,Bench Press,40.0,5,3,5.5
2023-01-25,ATH003,Overhead Press,22.5,3,8,5.5
2023-01-25,ATH003,Calf Raise,20.25,4,10,8.0
2023-01-25,ATH003,Leg Curl,27.5,3,15,6.5
2023-01-25,ATH003,Tricep Extension,17.5,3,10,6.0
2023-01-25,ATH004,Deadlift,120.0,4,5,8.0
2023-01-25,ATH004,Handstand Push-up,7.5,5,5,8.5
2023-01-25,ATH007,Snatch,35.0,3,3,6.5
2023-01-25,ATH007,Overhead Press,45.0,4,15,6.0
2023-01-25,ATH008,Overhead Press,60.0,4,12,8.0
2023-01-25,ATH008,Bicep Curl,25.0,4,10,6.5
2023-01-25,ATH009,Squat,95.0,3,5,8.5
2023-01-25,ATH009,Muscle Up,9.0,5,10,8.5
2023-01-26,ATH002,Clean & Jerk,57.5,5,3,7.5
2023-01-26,ATH002,Romanian Deadlift,100.0,4,15,7.5
2023-01-26,ATH002,Face Pull,20.0,4,12,6.0
2023-01-26,ATH005,Stone Load,87.5,3,10,9.5
2023-01-26,ATH005,Log Press,52.5,4,12,8.0
2023-01-26,ATH005,Front Squat,97.5,3,8,7.5
2023-01-26,ATH008,Deadlift,123.75,5,5,8.0
2023-01-26,ATH008,Overhead Press,72.5,4,10,7.5
2023-01-26,ATH008,Lateral Raise,15.0,4,8,7.5
2023-01-26,ATH008,Leg Curl,35.0,3,15,8.0
2023-01-26,ATH008,Tricep Extension,27.5,4,10,8.0
2023-01-27,ATH001,Bench Press,149.625,3,5,8.5
2023-01-27,ATH001,Squat,132.5,4,5,8.5
2023-01-27,ATH001,Tricep Extension,47.5,3,12,9.0
2023-01-27,ATH002,Clean & Jerk,65.0,4,1,7.5
2023-01-27,ATH002,Overhead Press,60.0,3,10,7.0
2023-01-27,ATH007,Snatch,40.0,3,2,7.0
2023-01-27,ATH007,Pull-up,7.5,3,8,6.5
2023-01-27,ATH007,Face Pull,25.0,4,12,6.5
2023-01-27,ATH008,Bench Press,87.5,4,6,7.0
2023-01-27,ATH008,Lateral Raise,17.5,4,15,7.5
2023-01-27,ATH008,Tricep Extension,25.0,3,8,7.5
2023-01-27,ATH008,Leg Curl,40.0,4,15,6.5
2023-01-27,ATH009,Squat,125.0,4,8,7.0
2023-01-27,ATH009,Burpees,25.0,5,5,6.5
2023-01-27,ATH009,Rowing Machine,295.0,1,1376,7.0
2023-01-27,ATH010,Yoke Walk,350.0,3,8,8.5
2023-01-27,ATH010,Stone Load,130.0,4,10,8.5
2023-01-27,ATH010,Overhead Press,58.5,4,12,9.0
2023-01-27,ATH010,Farmers Walk,122.5,3,10,8.0
2023-01-27,ATH010,Barbell Row,120.0,3,8,9.0
2023-01-28,ATH002,Clean & Jerk,50.0,5,2,7.5
2023-01-28,ATH002,Overhead Press,32.5,3,15,7.5
2023-01-28,ATH002,Face Pull,32.5,3,15,8.0
2023-01-28,ATH003,Squat,52.5,5,6,5.5
2023-01-28,ATH003,Leg Curl,17.5,3,10,6.5
2023-01-28,ATH003,Bicep Curl,15.0,3,12,6.0
2023-01-28,ATH003,Lateral Raise,10.0,3,15,6.0
2023-01-28,ATH004,Box Jump,45.0,3,20,7.0
2023-01-28,ATH004,Muscle Up,10.0,5,15,8.0
2023-01-28,ATH006,Squat,262.5,4,3,9.0
2023-01-28,ATH006,Bench Press,177.5,3,5,9.0
2023-01-28,ATH006,Dumbbell Press,60.0,4,8,9.0
2023-01-28,ATH006,Barbell Row,112.5,3,8,10.0
2023-01-28,ATH006,Lat Pulldown,117.5,3,15,10.0
2023-01-28,ATH007,Front Squat,60.0,3,10,7.0
2023-01-28,ATH007,Pull-up,7.5,4,10,6.5
2023-01-28,ATH007,Romanian Deadlift,52.5,4,10,7.0
2023-01-28,ATH007,Face Pull,15.75,3,12,8.0
2023-01-28,ATH008,Overhead Press,65.0,3,8,6.5
2023-01-28,ATH008,Bench Press,97.5,4,8,7.0
2023-01-28,ATH008,Lateral Raise,20.0,3,10,7.0
2023-01-28,ATH009,Squat,125.0,3,3,8.5
2023-01-28,ATH009,Deadlift,112.5,5,8,7.0
2023-01-28,ATH009,Pull-up,20.0,4,8,8.5
2023-01-28,ATH009,Rowing Machine,332.5,1,589,7.0
2023-01-28,ATH009,Muscle Up,12.5,3,15,7.5
2023-01-28,ATH010,Yoke Walk,312.5,3,12,8.0
2023-01-28,ATH010,Deadlift,177.5,3,5,9.0
2023-01-28,ATH010,Front Squat,80.0,3,15,7.5
2023-01-28,ATH010,Barbell Row,77.5,4,8,8.0
2023-01-28,ATH010,Farmers Walk,102.5,3,8,9.5
2023-01-29,ATH001,Deadlift,195.0,4,5,8.0
2023-01-29,ATH001,Squat,207.5,3,8,9.5
2023-01-29,ATH001,Barbell Row,102.5,4,12,9.5
2023-01-29,ATH002,Front Squat,55.0,3,8,7.0
2023-01-29,ATH002,Face Pull,35.0,3,8,7.0
2023-01-29,ATH002,Romanian Deadlift,85.0,3,10,7.5
2023-01-29,ATH002,Pull-up,12.5,3,12,7.5
2023-01-29,ATH003,Overhead Press,25.0,3,8,7.0
2023-01-29,ATH003,Bicep Curl,10.0,4,15,6.5
2023-01-29,ATH003,Tricep Extension,17.5,4,15,5.5
2023-01-29,ATH003,Calf Raise,22.5,3,15,5.5
2023-01-29,ATH008,Bench Press,90.0,3,5,7.0
2023-01-29,ATH008,Overhead Press,60.75,3,8,8.5
2023-01-29,ATH008,Bicep Curl,20.0,3,10,8.0
2023-01-29,ATH008,Lateral Raise,22.5,4,12,8.0
2023-01-29,ATH008,Tricep Extension,29.25,3,12,9.0
2023-01-29,ATH009,Box Jump,38.25,5,20,9.5
2023-01-29,ATH009,Pull-up,20.25,4,15,9.5
2023-01-29,ATH010,Log Press,75.0,4,8,9.5
2023-01-29,ATH010,Deadlift,252.5,5,8,8.5
2023-01-29,ATH010,Front Squat,115.0,4,10,9.5
2023-01-29,ATH010,Overhead Press,75.0,3,10,8.5
2023-01-30,ATH003,Bench Press,47.5,3,6,6.5
2023-01-30,ATH003,Calf Raise,35.0,3,12,5.0
2023-01-30,ATH004,Deadlift,170.0,5,3,8.5
2023-01-30,ATH004,Squat,95.0,4,5,7.5
2023-01-30,ATH004,Handstand Push-up,5.0,3,20,8.0
2023-01-30,ATH004,Rowing Machine,292.5,1,1812,7.0
2023-01-30,ATH004,Pull-up,25.0,3,15,8.5
2023-01-30,ATH005,Deadlift,105.0,5,8,7.5
2023-01-30,ATH005,Log Press,70.0,3,10,9.0
2023-01-30,ATH005,Barbell Row,80.0,3,10,9.0
